sentence,frequency,code
ona iyi bakın,402,G3-L13-F402-14253
onlar nerede,402,G2-L12-F402-14254
bir şeyler oldu,402,G3-L15-F402-14243
lütfen bayan,401,G2-L12-F401-14261
bırak kendini,401,G2-L13-F401-14278
ondan önce,401,G2-L10-F401-14279
tam olarak emin değilim,401,G4-L23-F401-14280
hayır kesinlikle değil,400,G3-L22-F400-14337
zaten biliyorum,400,G2-L15-F400-14339
her an olabilir,400,G3-L15-F400-14338
al onları,400,G2-L9-F400-14329
hep aynı şey,400,G3-L12-F400-14294
elbette tatlım,400,G2-L14-F400-14325
o zaman sorun yok,399,G4-L17-F399-14345
ben de seni seviyorum anne,399,G5-L26-F399-14374
bu tamam,399,G2-L8-F399-14379
hepsi gerçek,398,G2-L12-F398-14393
daha ne olsun,398,G3-L13-F398-14394
bana ne yapıyorsun,398,G3-L18-F398-14396
şimdi ne oluyor,398,G3-L15-F398-14400
ben senin,398,G2-L9-F398-14402
bu o adam,398,G3-L9-F398-14406
elbette eminim,398,G2-L14-F398-14410
hayır sen git,398,G3-L13-F398-14412
tüm bunlar,397,G2-L10-F397-14454
çok yanlış,397,G2-L10-F397-14446
bizi mi,397,G2-L7-F397-14452
bütün gün,397,G2-L9-F397-14425
evet o da var,397,G4-L13-F397-14443
biraz önce,397,G2-L10-F397-14429
al bak,396,G2-L6-F396-14465
bırak bırak,395,G2-L11-F395-14494
o kadar önemli değil,395,G4-L20-F395-14497
hey gel buraya,395,G3-L14-F395-14503
bu olur,395,G2-L7-F395-14512
tekrar olmaz,395,G2-L12-F395-14514
onlar da ne,395,G3-L11-F395-14516
onları,395,G1-L6-F395-14517
çok özel,394,G2-L8-F394-14550
daha var mı,394,G3-L11-F394-14570
küçük bir kız,394,G3-L13-F394-14566
sana değil,394,G2-L10-F394-14563
ve neden,394,G2-L8-F394-14559
üzgünüm doktor,394,G2-L14-F394-14549
ne yapıyorsun böyle,394,G3-L19-F394-14545
sorun ne o zaman,394,G4-L16-F394-14543
tamam artık,394,G2-L11-F394-14539
sizi de,394,G2-L7-F394-14531
bunlar ne böyle,393,G3-L15-F393-14584
ne kadar kötü olabilir ki,393,G5-L25-F393-14591
tabii sorun değil,393,G3-L17-F393-14609
ben bile,392,G2-L8-F392-14647
sadece beni dinle,392,G3-L17-F392-14663
en kötü ne olabilir ki,392,G5-L22-F392-14661
ben de seviyorum,392,G3-L16-F392-14655
benim için öyle,392,G3-L15-F392-14651
bu gerçekten güzel,392,G3-L18-F392-14648
bir sorun var mı,392,G4-L16-F392-14654
ama var,392,G2-L7-F392-14642
evet geldi,392,G2-L10-F392-14636
daha mı iyi,392,G3-L11-F392-14627
evet geliyor,392,G2-L12-F392-14626
bir hafta önce,392,G3-L14-F392-14625
oh haydi,392,G2-L8-F392-14637
dur hayır,391,G2-L9-F391-14690
bunun ne olduğunu biliyorum,391,G4-L27-F391-14695
bir kişi,391,G2-L8-F391-14687
bak tatlım,391,G2-L10-F391-14673
yok ki,391,G2-L6-F391-14672
bu iş,391,G2-L5-F391-14669
burada efendim,390,G2-L14-F390-14712
tam olarak ne oldu,390,G4-L18-F390-14714
sadece iş,390,G2-L9-F390-14721
hayır bekle bekle,390,G3-L17-F390-14725
bir şey oldu mu,390,G4-L15-F390-14727
tekrar özür dilerim,389,G3-L19-F389-14770
bilmiyorum belki,389,G2-L16-F389-14774
ben o kadar emin değilim,389,G5-L24-F389-14741
hadi git buradan,389,G3-L16-F389-14764
hepsi tamam,389,G2-L11-F389-14759
bugün büyük gün,388,G3-L15-F388-14780
başka biri,388,G2-L10-F388-14781
hadi dedim,388,G2-L10-F388-14788
tamam ne,388,G2-L8-F388-14811
bir şey yok mu,388,G4-L14-F388-14819
kötü çocuk,387,G2-L10-F387-14842
hayır hiç değil,387,G3-L15-F387-14859
ya çocuklar,387,G2-L11-F387-14861
sorun ne ki,387,G3-L11-F387-14862
selam ver,386,G2-L9-F386-14896
değil mi çocuklar,386,G3-L17-F386-14912
zor iş,386,G2-L6-F386-14906
bu şekilde mi,386,G3-L13-F386-14898
hey tamam,386,G2-L9-F386-14889
artık bilmiyorum,386,G2-L16-F386-14883
öyle biri yok,386,G3-L13-F386-14875
söyle işte,386,G2-L10-F386-14884
burası güzel,385,G2-L12-F385-14924
nerede olduğunu biliyorsun,385,G3-L26-F385-14929
burada olmak istemiyorum,385,G3-L24-F385-14931
hadi ama ya,385,G3-L11-F385-14935
bu sizin,385,G2-L8-F385-14947
değil mi baba,385,G3-L13-F385-14948
çok fazla var,385,G3-L13-F385-14955
benimle misiniz,385,G2-L15-F385-14946
ne istiyorsun peki,384,G3-L18-F384-14965
peki doktor,384,G2-L11-F384-14973
evet çok doğru,384,G3-L14-F384-14977
bu güzel bir şey,384,G4-L16-F384-14984
onun mu,383,G2-L7-F383-15006
hayır öyle,383,G2-L10-F383-14997
aynı anda,383,G2-L9-F383-15002
bu doğru olmaz,382,G3-L14-F382-15025
pekala şimdi,382,G2-L12-F382-15040
hayır ben değil,382,G3-L15-F382-15046
bilmiyorum anne,382,G2-L15-F382-15048
hayır tabii ki hayır,382,G4-L20-F382-15050
oh çok güzel,382,G3-L12-F382-15055
başka sorun var mı,382,G4-L18-F382-15067
ne kadar zaman,381,G3-L14-F381-15079
ne istiyorum biliyor musun,381,G4-L26-F381-15096
bir insan,381,G2-L9-F381-15108
şimdi ne istiyorsun,381,G3-L19-F381-15114
hayır tamam değil,380,G3-L17-F380-15137
uzun bir gece olacak,380,G4-L20-F380-15139
harika ya,380,G2-L9-F380-15141
yok zaten,380,G2-L9-F380-15132
bekle bakalım,380,G2-L13-F380-15115
üzgünüm çok üzgünüm,380,G3-L19-F380-15125
hoş mu,379,G2-L6-F379-15174
tamam seni seviyorum,379,G3-L20-F379-15181
bakın şimdi,379,G2-L11-F379-15179
şunu bir dinle,379,G3-L14-F379-15178
geldi işte,379,G2-L10-F379-15177
başka ne istiyorsun,379,G3-L19-F379-15176
bu sizin mi,379,G3-L11-F379-15175
bir şey mi,379,G3-L10-F379-15172
para para para,379,G3-L14-F379-15171
ne olarak,379,G2-L9-F379-15169
ama gerçek bu,379,G3-L13-F379-15157
yok önemli değil,379,G3-L16-F379-15154
güzel bir kız,379,G3-L13-F379-15149
şu nasıl,378,G2-L8-F378-15213
tanrım ne oldu,378,G3-L14-F378-15221
bu yeni bir şey,378,G4-L15-F378-15218
ne var yani,378,G3-L11-F378-15215
bu onun,378,G2-L7-F378-15204
nasıl şeyler,378,G2-L12-F378-15210
çok önemli değil,378,G3-L16-F378-15208
çok çok iyi,378,G3-L11-F378-15195
çok iyi biri,378,G3-L12-F378-15191
bu aynı şey değil,377,G4-L17-F377-15230
üç hafta,377,G2-L8-F377-15234
orada ol,377,G2-L8-F377-15235
ama teşekkürler,377,G2-L15-F377-15236
nasıl olacak o,377,G3-L14-F377-15247
o kadar da zor değil,377,G5-L20-F377-15264
daha başka,377,G2-L10-F377-15271
evet siz,377,G2-L8-F377-15274
ne oldu size,376,G3-L12-F376-15321
biliyorum tamam mı,376,G3-L18-F376-15330
biraz zaman ver,376,G3-L15-F376-15328
gel de bak,376,G3-L10-F376-15327
bu nasıl olabilir ki,376,G4-L20-F376-15303
onu da,376,G2-L6-F376-15280
bir dakika daha,376,G3-L15-F376-15284
evet sen de,376,G3-L11-F376-15281
bilmiyorum baba,376,G2-L15-F376-15293
bir yıl mı,375,G3-L10-F375-15336
benim için çok önemli,375,G4-L21-F375-15337
hadi dışarı,375,G2-L11-F375-15343
bir tane mi,375,G3-L11-F375-15345
her şeyi değil,374,G3-L14-F374-15404
ne kadar iyi,374,G3-L12-F374-15416
gel dedim,374,G2-L9-F374-15413
bunlar senin,374,G2-L12-F374-15411
hayır elbette,374,G2-L13-F374-15409
gel dostum,374,G2-L10-F374-15412
her şey çok güzel olacak,374,G5-L24-F374-15401
gerçekten kötü,374,G2-L14-F374-15397
peki ne zaman,374,G3-L13-F374-15389
demek öyle ha,374,G3-L13-F374-15385
üç gün önce,374,G3-L11-F374-15382
bu zor,374,G2-L6-F374-15399
şey mi,373,G2-L6-F373-15461
anne ne oldu,373,G3-L12-F373-15473
her an burada olabilir,373,G4-L22-F373-15472
sen ne iş yapıyorsun,373,G4-L20-F373-15469
evet gerçekten öyle,373,G3-L19-F373-15467
bir tane daha ver,373,G4-L17-F373-15465
orada olacak,373,G2-L12-F373-15448
çok daha fazla,373,G3-L14-F373-15460
peki harika,373,G2-L11-F373-15444
tamam işte böyle,373,G3-L16-F373-15439
senin için iyi,373,G3-L14-F373-15433
tüm bunlar da ne,373,G4-L16-F373-15427
evet çok hoş,372,G3-L12-F372-15503
ne var içinde,372,G3-L13-F372-15501
ama ben biliyorum,372,G3-L17-F372-15491
kötü bir şey,372,G3-L12-F372-15489
nasıl oluyor bu,372,G3-L15-F372-15478
ne olduğunu söyle,371,G3-L17-F371-15517
ne yapıyorsun öyle,371,G3-L18-F371-15519
artık öyle,371,G2-L10-F371-15525
hayır biz,371,G2-L9-F371-15539
sen ha,371,G2-L6-F371-15541
bu çok kötü oldu,371,G4-L16-F371-15553
para mı istiyorsun,370,G3-L18-F370-15587
var mı bir şey,370,G4-L14-F370-15592
fakat ben,370,G2-L9-F370-15588
nasıl olduğunu biliyorsun,370,G3-L25-F370-15572
daha iyi olur,370,G3-L13-F370-15573
ne gece ama,370,G3-L11-F370-15566
evet bilmiyorum,369,G2-L15-F369-15624
ama dinle,369,G2-L9-F369-15640
bu başka bir şey,369,G4-L16-F369-15639
sana bir şey söyledi mi,369,G5-L23-F369-15635
tamam kabul ediyorum,369,G3-L20-F369-15632
lütfen yapma bunu,369,G3-L17-F369-15610
sana ne dedim,369,G3-L13-F369-15622
ama teşekkür ederim,369,G3-L19-F369-15614
bu da değil,369,G3-L11-F369-15611
o bana geldi,369,G3-L12-F369-15604
sanırım var,369,G2-L11-F369-15595
yardım et ona,368,G3-L13-F368-15644
bu onun işi,368,G3-L11-F368-15659
sorun da bu ya,368,G4-L14-F368-15664
bunun ne olduğunu bilmiyorum,368,G4-L28-F368-15672
ne kadar mı,368,G3-L11-F368-15673
burası harika bir yer,368,G4-L21-F368-15675
anne yardım et,367,G3-L14-F367-15726
özel mi,367,G2-L7-F367-15713
herkes nasıl,367,G2-L12-F367-15725
biri var,367,G2-L8-F367-15715
o zaman git,367,G3-L11-F367-15708
evet ama neden,367,G3-L14-F367-15706
harika bir kız,367,G3-L14-F367-15705
bir tane daha lütfen,367,G4-L20-F367-15691
şu nedir,366,G2-L8-F366-15765
değil mi ya,366,G3-L11-F366-15782
görmek istemiyorum,366,G2-L18-F366-15766
sen benim,366,G2-L9-F366-15779
olur tamam,366,G2-L10-F366-15764
ama ben değilim,366,G3-L15-F366-15750
bu bir ilk,366,G3-L10-F366-15743
ona mı,365,G2-L6-F365-15793
biliyorum dostum,365,G2-L16-F365-15800
böyle mi söyledi,365,G3-L16-F365-15806
evet onu gördüm,365,G3-L15-F365-15818
gerçekten değil,365,G2-L15-F365-15832
hâlâ mı,364,G2-L7-F364-15874
çok çok özür dilerim,364,G4-L20-F364-15881
hadi buraya gel,364,G3-L15-F364-15880
hepsi öyle,364,G2-L10-F364-15837
yardım edin yardım edin,364,G4-L23-F364-15868
baba benim,364,G2-L10-F364-15844
senin hakkında,364,G2-L14-F364-15841
nerede mi,363,G2-L9-F363-15888
hayır hayır hayır hayır hayır hayır,363,G6-L35-F363-15921
hâlâ,363,G1-L4-F363-15924
her biri,363,G2-L8-F363-15931
başka bir şey ister misiniz,362,G5-L27-F362-15958
önemli değil mi,362,G3-L15-F362-15981
sana öyle geliyor,362,G3-L17-F362-15980
bu hoş,362,G2-L6-F362-15966
hayır artık değil,362,G3-L17-F362-15965
lanet olsun hayır,362,G3-L17-F362-15973
tamam bu iyi,362,G3-L12-F362-15951
özür dilerim ama,362,G3-L16-F362-15937
bunlar senin mi,362,G3-L15-F362-15945
hiç mi yok,362,G3-L10-F362-15943
ben eminim,362,G2-L10-F362-15947
hayır hadi,361,G2-L10-F361-15998
beni mi istiyorsun,361,G3-L18-F361-16007
sana doğru geliyor,361,G3-L18-F361-16015
benden değil,361,G2-L12-F361-16016
güzel teşekkürler,361,G2-L17-F361-16017
sorun olmaz mı,361,G3-L14-F361-16018
sana da selam,361,G3-L13-F361-16028
haydi ama dostum,361,G3-L16-F361-16035
tamam işte bu,360,G3-L13-F360-16065
birkaç dakika,360,G2-L13-F360-16093
hadi ama hadi,360,G3-L13-F360-16081
çok iyi oldu,360,G3-L12-F360-16095
al bakalım dostum,360,G3-L17-F360-16058
nasıl olduğunu biliyorum,360,G3-L24-F360-16045
kötü adam,360,G2-L9-F360-16054
hayır tabii ki değil,359,G4-L20-F359-16099
bakalım ne olacak,359,G3-L17-F359-16104
ve burada,359,G2-L9-F359-16127
bu değil mi,359,G3-L11-F359-16134
az sonra,359,G2-L8-F359-16135
bu ne demek oluyor şimdi,359,G5-L24-F359-16137
zaman zaman,358,G2-L11-F358-16173
bu hoş değil,358,G3-L12-F358-16182
ne olacak peki,358,G3-L14-F358-16180
tamam devam edin,358,G3-L16-F358-16179
bu olabilir mi,358,G3-L14-F358-16158
harika bir çocuk,358,G3-L16-F358-16168
sen bekle,358,G2-L9-F358-16165
önce siz,358,G2-L8-F358-16157
ona ver,357,G2-L7-F357-16213
sen ve ben mi,357,G4-L13-F357-16238
neden olduğunu bilmiyorum,357,G3-L25-F357-16234
bir daha yapma,357,G3-L14-F357-16215
kötü bir şey mi oldu,357,G5-L20-F357-16207
onu bana geri ver,357,G4-L17-F357-16208
sorun yok dostum,357,G3-L16-F357-16203
ne değil,357,G2-L8-F357-16196
benim efendim,356,G2-L13-F356-16285
bana göre,356,G2-L9-F356-16298
sonra ne oluyor,356,G3-L15-F356-16296
onu görmek istemiyorum,356,G3-L22-F356-16300
ne dedim sana,356,G3-L13-F356-16272
gel böyle,356,G2-L9-F356-16265
bir adam var,356,G3-L12-F356-16262
nasıl bir yer,355,G3-L13-F355-16306
ne oldu efendim,355,G3-L15-F355-16325
başka bir şey yok mu,355,G5-L20-F355-16328
hep böyle yapıyorsun,355,G3-L20-F355-16329
bir saat önce,355,G3-L13-F355-16344
evet dinle,354,G2-L10-F354-16359
bundan,354,G1-L6-F354-16383
evet bir dakika,354,G3-L15-F354-16379
bunlar benim,354,G2-L12-F354-16376
şu an olmaz,354,G3-L11-F354-16346
çocuklar iyi mi,354,G3-L15-F354-16358
tamam bayan,354,G2-L11-F354-16350
ama nereye,354,G2-L10-F354-16348
işte bu,353,G2-L7-F353-16397
başka kimse yok mu,353,G4-L18-F353-16401
belki de öyle,353,G3-L13-F353-16408
hâlâ burada,353,G2-L11-F353-16418
peki sen ne yapıyorsun,352,G4-L22-F352-16471
haydi yapma,352,G2-L11-F352-16491
devam edin devam edin,352,G4-L21-F352-16489
biraz sonra,352,G2-L11-F352-16487
tabii ki eminim,352,G3-L15-F352-16478
evet önemli,352,G2-L11-F352-16462
hey ne,352,G2-L6-F352-16461
bu kadın,352,G2-L8-F352-16451
evet hem de nasıl,352,G4-L17-F352-16442
bunu yapmak istiyorum,352,G3-L21-F352-16441
yani siz,351,G2-L8-F351-16529
ne bu ya,351,G3-L8-F351-16549
evet biliyor,351,G2-L12-F351-16539
şey için,351,G2-L8-F351-16538
sen doktor musun,351,G3-L16-F351-16537
hiçbir şeyi yok,351,G3-L15-F351-16521
bence öyle değil,351,G3-L16-F351-16527
bu nedir böyle,351,G3-L14-F351-16515
siz değil,351,G2-L9-F351-16512
demek ki,351,G2-L8-F351-16502
olduğunu biliyorum,351,G2-L18-F351-16496
sadece o,350,G2-L8-F350-16587
elbette ki hayır,350,G3-L16-F350-16597
elbette ki,350,G2-L10-F350-16596
eğer sen,350,G2-L8-F350-16571
bir şey geliyor,350,G3-L15-F350-16586
hayır o iyi,350,G3-L11-F350-16576
hayır hayır efendim,350,G3-L19-F350-16570
neden yok,349,G2-L9-F349-16602
mutlu değilim,349,G2-L13-F349-16610
sadece biraz daha,349,G3-L17-F349-16611
tamam elbette,349,G2-L13-F349-16624
bir dakika ne,349,G3-L13-F349-16633
artık benim,349,G2-L11-F349-16639
gidip bir bakalım,349,G3-L17-F349-16640
gel buraya gel buraya,349,G4-L21-F349-16646
ne için bu,348,G3-L10-F348-16693
şimdi oldu işte,348,G3-L15-F348-16708
son bir kez,348,G3-L11-F348-16695
burası ne,348,G2-L9-F348-16699
onlar nedir,348,G2-L11-F348-16682
ne adam ama,348,G3-L11-F348-16673
yapıyorsun,348,G1-L10-F348-16660
başka bir şey var,347,G4-L17-F347-16715
şu anda değil,347,G3-L13-F347-16729
bir saat sonra,347,G3-L14-F347-16730
sen biliyorsun,347,G2-L14-F347-16743
ve üç,347,G2-L5-F347-16765
hoş değil,346,G2-L9-F346-16779
ne oluyor dostum,346,G3-L16-F346-16789
aslında değilim,346,G2-L15-F346-16794
oh tanrım hayır,346,G3-L15-F346-16796
bu da bir şey,346,G4-L13-F346-16800
neler oldu burada,346,G3-L17-F346-16806
bütün gece mi,346,G3-L13-F346-16812
o zaman tamam,345,G3-L13-F345-16861
peki o,345,G2-L6-F345-16868
kesinlikle var,345,G2-L14-F345-16838
bir an önce,345,G3-L11-F345-16827
gerçekten iyi misin,344,G3-L19-F344-16898
her birini,344,G2-L10-F344-16940
teşekkür etmek istiyorum,344,G3-L24-F344-16934
sadece bir gece,344,G3-L15-F344-16930
şimdi gel,344,G2-L9-F344-16928
hey dur bakalım,344,G3-L15-F344-16900
bir kız vardı,344,G3-L13-F344-16901
elbette evet,344,G2-L12-F344-16895
tam olarak öyle değil,344,G4-L21-F344-16891
üç kez,344,G2-L6-F344-16886
büyük baba,344,G2-L10-F344-16885
çok var,344,G2-L7-F344-16881
sen gerçekten,344,G2-L13-F344-16879
bunlar gerçek,343,G2-L13-F343-16972
ne kadar harika,343,G3-L15-F343-17000
ben sen değilim,343,G3-L15-F343-16992
çok uzun değil,343,G3-L14-F343-16988
bunu biliyor,343,G2-L12-F343-16976
şimdi bakalım,343,G2-L13-F343-16964
aynı adam,343,G2-L9-F343-16971
bu lanet şey de ne,343,G5-L18-F343-16951
bunun için mi,343,G3-L13-F343-16945
gördüm seni,343,G2-L11-F343-16943
evet tabii ya,342,G3-L13-F342-17051
hemen söyle,342,G2-L11-F342-17056
onları bana ver,342,G3-L15-F342-17054
değil zaten,342,G2-L11-F342-17052
sadece bu var,342,G3-L13-F342-17042
saat kaç biliyor musun,342,G4-L22-F342-17041
bir yer biliyorum,342,G3-L17-F342-17028
o da benim,342,G3-L10-F342-17026
onlara bak,342,G2-L10-F342-17024
anne neler oluyor,341,G3-L17-F341-17105
onlar iyi,341,G2-L9-F341-17120
sonra ben,341,G2-L9-F341-17116
oraya gidelim,341,G2-L13-F341-17115
elbette seviyorum,341,G2-L17-F341-17093
sadece yardım etmek istiyorum,341,G4-L29-F341-17099
ne ki o,341,G3-L7-F341-17087
öyle mi oldu,341,G3-L12-F341-17085
güzel ha,341,G2-L8-F341-17084
değil mi anne,340,G3-L13-F340-17134
peki çocuklar,340,G2-L13-F340-17148
sen ben,340,G2-L7-F340-17152
kimse değil,340,G2-L11-F340-17159
hey hayır,340,G2-L9-F340-17163
peki o nerede,340,G3-L13-F340-17173
sorun değil baba,340,G3-L16-F340-17178
tatlım ne oldu,339,G3-L14-F339-17213
sizi tekrar görmek güzel,339,G4-L24-F339-17222
bu da doğru,339,G3-L11-F339-17220
tamam işte oldu,339,G3-L15-F339-17206
yeni bir şey,339,G3-L12-F339-17189
bir kız var,339,G3-L11-F339-17190
büyük bir tane,339,G3-L14-F339-17195
sorun falan yok,338,G3-L15-F338-17233
hemen değil,338,G2-L11-F338-17240
gel hadi gidelim,338,G3-L16-F338-17246
tekrar edin,338,G2-L11-F338-17247
bir gün daha,338,G3-L12-F338-17250
söyledi mi,338,G2-L10-F338-17266
senin gibi değil,338,G3-L16-F338-17275
evet git,338,G2-L8-F338-17276
bu da benim,338,G3-L11-F338-17277
bana söyle,337,G2-L10-F337-17319
bu size,337,G2-L7-F337-17331
ne demek ne,337,G3-L11-F337-17328
ne iyi,337,G2-L6-F337-17321
şu çocuk,337,G2-L8-F337-17313
gel gidelim,337,G2-L11-F337-17302
hayır sen dinle,337,G3-L15-F337-17293
ne şeyi,337,G2-L7-F337-17286
ne nedir,336,G2-L8-F336-17335
yani sanırım,336,G2-L12-F336-17336
hadi gel buraya,336,G3-L15-F336-17352
geri istiyorum,336,G2-L14-F336-17353
başka neler var,336,G3-L15-F336-17358
kadın nerede,336,G2-L12-F336-17371
hazır değil,336,G2-L11-F336-17375
sorun bu mu,336,G3-L11-F336-17387
hem,335,G1-L3-F335-17409
bu önemli bir şey,335,G4-L17-F335-17438
evet her zaman,335,G3-L14-F335-17429
bu nasıl oluyor,335,G3-L15-F335-17439
sen neler yapıyorsun,335,G3-L20-F335-17406
her zaman olur,335,G3-L14-F335-17399
geç bakalım,335,G2-L11-F335-17394
üç yıl önce,334,G3-L11-F334-17467
bak buraya,334,G2-L10-F334-17468
evet hemen,334,G2-L10-F334-17464
bu nasıl olacak,334,G3-L15-F334-17465
yardım ediyorum,333,G2-L15-F333-17487
nasıl olur da,333,G3-L13-F333-17494
sorun ne tatlım,333,G3-L15-F333-17495
hey biliyor musun,333,G3-L17-F333-17505
bir dakika izin ver,333,G4-L19-F333-17511
orada değil mi,333,G3-L14-F333-17532
yardım gerek,333,G2-L12-F333-17484
çok güzel bir şey,332,G4-L17-F332-17565
senin gibi değilim,332,G3-L18-F332-17568
benim ben,332,G2-L9-F332-17580
seni değil,332,G2-L10-F332-17553
tamam söyle,332,G2-L11-F332-17543
bence sorun yok,331,G3-L15-F331-17623
ver onları bana,331,G3-L15-F331-17661
hemen git buradan,331,G3-L17-F331-17626
o bizim,331,G2-L7-F331-17621
tamam gördüm,331,G2-L12-F331-17617
hayır öyle bir şey yok,331,G5-L22-F331-17598
bir iş,330,G2-L6-F330-17669
ben nasıl,330,G2-L9-F330-17681
nereye mi,330,G2-L9-F330-17694
oldu bu iş,330,G3-L10-F330-17720
peki ama neden,330,G3-L14-F330-17673
ne gerek var,329,G3-L12-F329-17726
hazır efendim,329,G2-L13-F329-17746
nedir bütün bunlar,329,G3-L18-F329-17761
nasıl oldu da,329,G3-L13-F329-17763
küçük mü,329,G2-L8-F329-17764
hey sorun ne,328,G3-L12-F328-17812
evet gerçek,328,G2-L11-F328-17804
yok olmaz,328,G2-L9-F328-17808
her şey için özür dilerim,328,G5-L25-F328-17783
evet biliyorum ama,328,G3-L18-F328-17792
sanırım hepsi bu,328,G3-L16-F328-17785
peki bu nasıl,327,G3-L13-F327-17861
yine de teşekkür ederim,327,G4-L23-F327-17873
bekle dedim,327,G2-L11-F327-17872
o biliyor mu,327,G3-L12-F327-17864
ama siz,327,G2-L7-F327-17866
hayır bırak,327,G2-L11-F327-17856
hayır hiçbir şey yok,327,G4-L20-F327-17851
o orada,327,G2-L7-F327-17848
hem de her gün,327,G4-L14-F327-17846
nasıl olur bu,327,G3-L13-F327-17843
oh baba,326,G2-L7-F326-17888
ondan ne istiyorsun,326,G3-L19-F326-17895
sana dur dedim,326,G3-L14-F326-17908
ve şey,326,G2-L6-F326-17915
söyle lütfen,325,G2-L12-F325-17990
bu sorun olur mu,325,G4-L16-F325-17996
belki de daha fazla,325,G4-L19-F325-17993
beni burada bırak,325,G3-L17-F325-17947
üç gün mü,325,G3-L9-F325-17984
tamam buraya kadar,325,G3-L18-F325-17967
olmaz hayır,324,G2-L11-F324-18001
bana ne oluyor,324,G3-L14-F324-18009
bu özel,324,G2-L7-F324-18012
üç saat,324,G2-L7-F324-18025
geri ver şunu,324,G3-L13-F324-18029
orada orada,324,G2-L11-F324-18031
evet senin,324,G2-L10-F324-18032
her şey için üzgünüm,324,G4-L20-F324-18054
emin olmak için,324,G3-L15-F324-18055
sadece senin için,323,G3-L17-F323-18102
öyle dedim,323,G2-L10-F323-18112
çok teşekkürler efendim,323,G3-L23-F323-18069
hayır bu iyi,323,G3-L12-F323-18090
hayır sen beni dinle,323,G4-L20-F323-18068
tamam çok güzel,322,G3-L15-F322-18160
hala orada mı,322,G3-L13-F322-18176
bunun içinde ne var,322,G4-L19-F322-18164
baba bekle,322,G2-L10-F322-18172
burası nasıl,322,G2-L12-F322-18159
onu bilmiyorum,322,G2-L14-F322-18142
pekala tatlım,322,G2-L13-F322-18136
böyle bir şey yok,322,G4-L17-F322-18122
oh sorun değil,321,G3-L14-F321-18199
sanırım bu kadar,321,G3-L16-F321-18207
öyle bir şey işte,321,G4-L17-F321-18211
o biraz,321,G2-L7-F321-18235
çok geç artık,321,G3-L13-F321-18238
onlara ne olacak,320,G3-L16-F320-18299
sanırım bu,320,G2-L10-F320-18305
selam söyle,320,G2-L11-F320-18271
lütfen dostum,320,G2-L13-F320-18288
ama lütfen,319,G2-L10-F319-18314
ama hepsi bu,319,G3-L12-F319-18322
lütfen al,319,G2-L9-F319-18323
ne zaman geliyor,319,G3-L16-F319-18341
gel hadi gel,319,G3-L12-F319-18355
neden bu,319,G2-L8-F319-18358
aman ne harika,318,G3-L14-F318-18403
nasıl bir iş,318,G3-L12-F318-18427
bir hafta sonra,318,G3-L15-F318-18415
peki şimdi nerede,318,G3-L17-F318-18412
eğer ben,318,G2-L8-F318-18407
adam nerede,318,G2-L11-F318-18404
