fourgram,frequency
için de küçük bir,88
onun için harika bir,88
peki bu nasıl oluyor,87
benim için tek önemli,87
ama ona hiçbir şey,87
çünkü bir daha asla,87
bunu senden daha iyi,87
yapmak için harika bir,87
o yüzden benim için,87
evet ama başka bir,87
bana bir kaç gün,87
bir adam için fazla,87
biri daha mı var,87
daha da zor olacak,87
bir daha asla asla,87
bu gece harika bir,87
için fazla iyi olduğunu,87
çok kötü şeyler olacak,87
hem seni hem de,87
başka hiç kimse yok,87
bir şey değil gerçekten,87
hakkında ne mi biliyorum,87
hey bakın burada kim,87
bu kadar büyük olduğunu,87
kimse senden daha iyi,87
ben iyi bir baba,87
bize yardım edin lütfen,87
hakkında hiçbir şey yok,87
bir daha beni asla,87
evet ve bu da,87
bu çok yanlış bir,87
o yüzden şu an,87
söyledi ve ben de,87
gereken çok fazla şey,87
bir dakika ver tamam,87
şu an saat kaç,87
kadar ve nereye kadar,87
çok şey olabilir ama,87
lütfen bunu bir daha,87
ama artık o kadar,87
zaman ben de seni,87
bir şey olur diye,87
bu beni daha da,87
benden başka bir şey,87
şimdi bana ne olduğunu,87
bu gece ya da,87
ama o zaman bile,87
bir şey yok bu,87
hakkında çok şey bilmiyorum,87
bunu sen de benim,87
de her yerde seni,87
o yüzden mi beni,87
sana ne için para,87
biri mi var orada,87
her zaman böyle şeyler,87
bunun için mi para,87
ne söyledi biliyor musun,87
herkes için en iyi,87
bu da ne dostum,87
benim de senin için,87
aslında ben de seninle,87
size daha iyi bir,87
için olduğunu biliyor musun,87
daha ne kadar orada,87
olan bir yer var,87
daha önce iki kez,87
iki bir iki üç,87
gibi sen de beni,87
şu an en önemli,87
ve şu anda bir,87
sonra bir daha hiç,87
az sonra burada olacak,87
olduğunu sana kim söyledi,86
olduğunu biliyorum ama ben,86
kim olduğunu ve nereden,86
kadar büyük bir şeyi,86
tamam benden bu kadar,86
yok hem de hiç,86
mi yoksa başka bir,86
iş daha ne kadar,86
ne oluyor bilmiyorum ama,86
biliyor musun daha önce,86
gereken çok şey olduğunu,86
bir de şimdi bakın,86
ne oldu bir şey,86
zaman diye bir şey,86
demek istiyorum ki ben,86
onun için ben de,86
ama bir an için,86
beni senden daha çok,86
ne oldu ki şimdi,86
bu onlar için çok,86
biliyorum uzun zaman oldu,86
da o kadar iyi,86
şey var mı peki,86
de tam olarak bundan,86
iş için ne kadar,86
şey yok öyle mi,86
da bir daha asla,86
bir an önce onu,86
senin kadar iyi bir,86
burası gerçekten güzel bir,86
çok iyi bir doktor,86
ya da nerede olduğunu,86
bir çok şey için,86
gereken tek şey onu,86
buradan başka bir yerde,86
bunun hakkında hiç bir,86
o kadar da hoş,86
bana karşı neden bu,86
de bir tane daha,86
çok daha zor olacak,86
yoksa bu da mı,86
sadece senin ve benim,86
bizim için her zaman,86
da güzel değil mi,86
böyle olur değil mi,86
o kadar büyük olur,86
için de bir yer,86
de güzel bir gün,86
iyi bir gün olacak,86
bir iki üç şimdi,86
onlar için çok önemli,86
olduğu için olabilir mi,86
adam gibi bir iş,86
insan böyle bir şey,86
da öyle değil mi,86
ya da daha çok,86
yapmak benim için bir,86
için daha güzel bir,86
o zaman neden seni,86
dakika bekle bir dakika,86
ama nasıl bu kadar,86
ne başka bir şey,86
için mutlu değil misin,86
uzun zaman önce yok,86
her gün daha fazla,86
o yüzden başka bir,86
peki ya ne için,86
için başka bir yere,86
bunu ben de çok,86
ama bunu bir daha,86
bir kız ol tamam,86
sizi görmek ne büyük,86
bu çok da önemli,86
evet ama o benim,86
gerçekten de o kadar,86
bu iş daha ne,86
yok mu bir şey,86
için de zor olmalı,86
hayır o şekilde değil,86
bu işi en iyi,86
bu sen ve ben,86
o kadar az şey,86
ne olduğunu biliyorum ama,86
bizim için ne demek,86
size tam olarak ne,86
vardı ve ben de,86
o zaman neden sen,86
evet biraz öyle oldu,86
şimdi her şey çok,86
demek oluyor bu şimdi,85
zor bir gün mü,85
özel bir şeyler yapmak,85
ben hiç bu kadar,85
her şey tam olarak,85
çok güzel bir yere,85
çok çok daha iyi,85
gereken o kadar çok,85
belki ben de seninle,85
uzun zaman önce o,85
neden bilmiyorum ama bu,85
şimdi bir de bu,85
şey mi oldu yoksa,85
senin için ne var,85
için iyi değil mi,85
herkes gibi benim de,85
ve sizi bir daha,85
ama şu an bu,85
bu senin için en,85
bunun sizin için zor,85
önemli bir iş var,85
biz de en az,85
olmak diye bir şey,85
zaman ben de bir,85
gereken tek şey şu,85
kadar bir şey yapma,85
kadar da harika değil,85
başka bir şey biliyor,85
olur da böyle bir,85
yine de bir şekilde,85
çok ama çok zor,85
bu doğru öyle değil,85
şey çok iyi olacak,85
çok fazla şey biliyorsun,85
önce öyle bir şey,85
benim gibi bir kız,85
ben de onu buraya,85
bir daha bana asla,85
belki de sen de,85
zor değil değil mi,85
ben kötü bir insan,85
yıl kadar önce bir,85
onu hiç bir zaman,85
önemli şeyler de var,85
evet sen iyi misin,85
sonra bir kez daha,85
şimdi ne de başka,85
bizim için önemli mi,85
senden daha iyi olduğunu,85
şimdi kendini daha iyi,85
bunun bizim için ne,85
iyi bir adam ve,85
tamam hadi o zaman,85
bu yüzden onu geri,85
tabii ki de var,85
çok iyi biri olduğunu,85
bu tam olarak benim,85
evet sizin için ne,85
bu yüzden böyle bir,85
bunun için başka bir,85
ki bu da benim,85
ama bu bir şey,85
beni bir daha hiç,85
ama biliyor musun bu,85
bu yüzden sana bunu,85
ne oldu size böyle,85
sana hiçbir şey için,85
peki kim bu adam,85
ama uzun zaman önce,85
oh çok özür dilerim,85
sadece bir iki gün,85
senin de benim gibi,85
senin de bir tane,85
tam da şu an,85
ne için olduğunu biliyor,85
onları görmek ister misin,85
hiçbir şey önemli değil,85
ve ben de aynı,85
o zaman bana neden,85
neden daha önce bir,85
belki de her zaman,85
ben de bütün gece,85
onu bir kez gördüm,85
başka bir zaman devam,84
bana yardım etmek istiyorsun,84
özür dilerim ama benim,84
şey daha var efendim,84
için üzgünüm ama bir,84
belki de hiçbir zaman,84
bundan o kadar da,84
bize göre bir yer,84
sen ve sen benimle,84
hepsi bu öyle mi,84
olduğu özel bir şey,84
adam mı olmak istiyorsun,84
hakkında ne kadar şey,84
ne iyi ne de,84
bana göre biraz fazla,84
bir saat kadar sonra,84
de bu yüzden bu,84
ben senden daha çok,84
şu an her şeyi,84
ve şimdi de onu,84
bilmiyorum ama bir şekilde,84
için çok mu zor,84
sadece kötü bir gün,84
nasıl bir şey olacak,84
bilmiyorum ama bir şey,84
ama nasıl oldu da,84
ama o zaman bu,84
bu kadar geç bir,84
biz de her şeyi,84
bak sen ve ben,84
başka ne ister ki,84
ne kadar önemli biri,84
için bir neden değil,84
gerçekten bunu yapmak istiyor,84
ama biz yine de,84
bana bir şey var,84
al ve eve git,84
bana o kadar çok,84
önce son bir şey,84
ve ben de size,84
bana da bir şeyler,84
ve bu da bay,84
iyi bir şey söyle,84
her ne kadar bir,84
daha önce seni hiç,84
ve o bunu biliyor,84
dakika sonra burada olur,84
sadece bir iş değil,84
sonra da bir şeyler,84
hiç bu kadar geç,84
en fazla bir hafta,84
bu kendini daha iyi,84
bu gece hiçbir şey,84
bir daha beni böyle,84
pek de emin değilim,84
bize bir şey mi,84
ama o çok iyi,84
bir tane daha olduğunu,84
de bir tane vardı,84
kontrol etmek ister misiniz,84
ya da bir şeyi,84
için öyle değil mi,84
olduğunu kabul ediyor musun,84
onu neden bu kadar,84
sadece bir kişi için,84
öyle geliyor yoksa bu,84
o zaman neden onun,84
sadece iki kişi var,84
ama başka şeyler de,84
ama sorun değil çünkü,84
seni daha önce böyle,84
burada sana göre bir,84
ya da küçük bir,84
bu kadar zor bir,84
bunun için ona teşekkür,84
demek ki sana o,84
o zaman onu bana,84
değil hem de hiç,84
bu seni mutlu mu,84
tamam ben de seninle,84
çünkü ben öyle dedim,84
bu senin için hiç,84
ve o çok iyi,84
birini daha önce hiç,84
ilgili sorun mu var,84
mi yoksa sen mi,84
mi onu bile bilmiyorum,84
olan her şey benim,84
çok iş var ve,84
bir kez daha o,84
iki üç bir iki,84
şeyi olan var mı,84
büyük bir şey olduğunu,84
senin de aynı şekilde,84
de benim için de,84
ve ben küçük bir,84
en az bir tane,84
ile en son ne,84
iyi bir insan olmak,84
bana önemli bir şey,84
şu anda senin için,84
şey hiç bir şey,84
ya da geç buraya,84
olmaz öyle değil mi,84
şu anda en iyi,84
olan şey bu mu,84
bir şey yok ve,84
ediyor öyle değil mi,84
o kadar harika bir,84
ne kadar iyi olduğu,83
biri olduğunu biliyor musun,83
ben biliyorum sen biliyorsun,83
siz çok iyi bir,83
ben de sana ederim,83
çok özel bir kadın,83
buraya kadar her şey,83
burası büyük bir yer,83
hayır o da değil,83
ama o bir şey,83
sen de buna izin,83
sen ve ben iyi,83
iyi olur belki de,83
iyi bir yer olabilir,83
evet çok güzel değil,83
bunlar için ne kadar,83
de yok değil mi,83
şu an için yok,83
bunlar sana bir şey,83
evet ama o da,83
hayır ben daha çok,83
de size bir şey,83
ne kadar büyük olabilir,83
çok iyi bir gün,83
hiç bunun gibi bir,83
de iyi bir gün,83
ona kötü bir şey,83
senin için benim için,83
ben de istemiyorum ama,83
ne var bilmiyorum ama,83
bu yüzden bir şeyler,83
hey seni görmek güzel,83
çok fazla kişi var,83
bunun için mi buraya,83
ben de pek emin,83
bir sorun var da,83
bana bir şeyler oldu,83
sen ne kadar da,83
için biraz küçük değil,83
o yüzden biraz daha,83
ben de bilmiyorum ama,83
sana başka bir iş,83
biliyorum sen de biliyorsun,83
senin hakkında daha çok,83
daha önce hiç tek,83
hemen hemen her şey,83
şu an senin için,83
ama buna gerek yok,83
bize hiç bir şey,83
aynı şey benim için,83
bir şey daha söyle,83
sen de ne kadar,83
onun için sadece bir,83
her zaman değil ama,83
ben de hep böyle,83
için büyük bir sorun,83
bir bak tamam mı,83
ama bu aynı şey,83
kadar da hoş bir,83
ilgili küçük bir sorun,83
benim için senin için,83
onlar için her şeyi,83
şu anda tam da,83
değil sen de biliyorsun,83
şu an büyük bir,83
iki yıl önce bir,83
bu benim için daha,83
buraya yardım etmek için,83
ve o kişi de,83
oh evet tabii ki,83
bu iş için biraz,83
güzel bir şey yapmak,83
ve iki gün sonra,83
oldu da böyle bir,83
bu yüzden mi benimle,83
işi var bunun burada,82
daha güzel bir yere,82
dakika bir dakika bir,82
öyle değil değil mi,82
kötü bir şey bu,82
ona en son ne,82
hemen hemen her gün,82
bir şey değil bay,82
pek çok şey olabilir,82
ama iyi bir adam,82
onunla sadece bir kez,82
uzun ve güzel bir,82
ben daha önce de,82
yine görmek ne güzel,82
de yardım etmek istiyorum,82
en fazla bir iki,82
de istiyorsun değil mi,82
bana göre bir kız,82
o zaman ben neden,82
sizin gibi güzel bir,82
evet ben de sana,82
bir şey yok çünkü,82
ve sonra da beni,82
nasıl bir şey olduğu,82
o zaman olur mu,82
hoş bir yer değil,82
sen de yeni bir,82
da pek bir şey,82
şu anda saat kaç,82
eğer seni daha iyi,82
ama şu an değil,82
sana göre her şey,82
ben de en iyi,82
evet tam olarak öyle,82
iyi mi yoksa kötü,82
harika bir yer olduğunu,82
peki o zaman nasıl,82
sadece dinle tamam mı,82
peki ondan sonra ne,82
gereken daha önemli bir,82
en fazla üç gün,82
beni buraya bunun için,82
yüzden sana bir şey,82
çok güzel bir yemek,82
da aynı senin gibi,82
peki ya siz efendim,82
neden olduğunu bilmiyorum ama,82
tamam ama sadece bir,82
onlara tam olarak ne,82
tamam o zaman bana,82
bu senin en büyük,82
seni seviyorum biliyorsun değil,82
sorun şu ki sen,82
üç gün üç gece,82
bu yüzden size bir,82
ve ben bunun için,82
bir kez daha tekrar,82
olduğunu bilmiyorum ama bir,82
bir sorun olduğunu söyledi,82
için çok kötü olacak,82
bana ver yoksa seni,82
sonra seni bir daha,82
de sana yardım ederim,82
bir şey yok aslında,82
için yardım ister misiniz,82
bu her zaman benim,82
sadece iki tane var,82
ama sadece bir kez,82
hem de çok var,82
için mi bu kadar,82
kimse bana böyle bir,82
bu doğru olabilir ama,82
siz çocuklar iyi misiniz,82
böyle bir şey söyledi,82
üzgünüm ama şu an,81
ne kadar iyi değil,81
hem de birkaç kez,81
emin değilim ama bir,81
gerçekten kötü bir gün,81
bunun kötü bir şey,81
biri olmak nasıl bir,81
şimdi sen de mi,81
sen çok ama çok,81
olmak benim için çok,81
sadece ona yardım etmek,81
senin için uzun bir,81
senden çok iyi bir,81
ama başka bir yerde,81
ama böyle olmak zorunda,81
bir adam daha var,81
her şeyi yok etmek,81
ama senin için çok,81
yapmak için ne kadar,81
aslında ben de seni,81
de sana bir şeyler,81
bir şey mi yapmak,81
bir sorun yok mu,81
olan küçük bir çocuk,81
ne kadar zor olduğu,81
çok ama çok teşekkür,81
nasıl olur da hala,81
benim için gerçek bir,81
ve sen de onları,81
bu gece gerçekten çok,81
başka ne var ne,81
evet ben de o,81
aslında daha iyi bir,81
bu senin için gerçekten,81
olmak ne kadar güzel,81
başka bir adam var,81
en önemli şey ne,81
olan tek şey benim,81
kontrol etmek için mi,81
o da şu an,81
zor bir iş ama,81
mi benim için mi,81
bir sorun var efendim,81
neden seni bu kadar,81
başka bir yer daha,81
seni daha ne kadar,81
onunla daha önce hiç,81
sanırım bir tane daha,81
her şeyi ben de,81
evet sana bir şey,81
karşı bir şeyler mi,81
bak bir de bana,81
daha iyi olduğunu söyledi,81
belki de bu adam,81
ama hala bir şey,81
görmek ne güzel bay,81
ben de tam sizi,81
o çok güzel değil,81
bu beni kötü bir,81
için mi beni buraya,81
artık hiçbir şey beni,81
ve ben de sizi,81
için nasıl bir şey,81
nasıl oldu da onu,81
lütfen başka bir şey,81
sizin için güzel bir,81
senden hiç bir şey,81
ve bana her şeyi,81
için bana tek bir,81
neden bana neler olduğunu,81
yarın uzun bir gün,81
senin kadar benim de,81
al ve buradan git,81
bana karşı hep iyi,81
sadece bana biraz zaman,81
ama ben de sana,81
bu gerçekten çok zor,81
şey için bu kadar,81
için de benim için,81
bana bir kaç dakika,81
yine de her zaman,81
ama sen daha iyi,81
hayır ne var biliyor,81
bu da ne bir,81
geldi öyle değil mi,81
evet bu güzel bir,81
peki başka bir şey,81
onun için o kadar,81
ki bu senin için,81
biliyorum ama o benim,80
bu yüzden de bana,80
şimdi izin ver de,80
orada bir sorun mu,80
de aynı şey değil,80
lanet diye bir şey,80
artık böyle bir şey,80
orada daha ne kadar,80
sadece daha önce hiç,80
ya böyle ya da,80
var hem de çok,80
bak ben de bir,80
seni hiç bir zaman,80
sizi tekrar görmek büyük,80
tamam o zaman yarın,80
biz de bunun için,80
ama çok uzun bir,80
bu sadece seninle ilgili,80
tekrar teşekkür etmek istiyorum,80
insan diye bir şey,80
için yapıyorsun değil mi,80
ne ona ne de,80
ve bunu senin için,80
bana öyle geldi ki,80
geliyor öyle değil mi,80
bizim için çok zor,80
aslında o kadar kötü,80
özür dilerim ama burada,80
ya bana ne olacak,80
kimse bize bir şey,80
hem de o kadar,80
ve sen ve ben,80
olan bir çocuk var,80
onunla ne yapmak istiyorsun,80
bir insan için küçük,80
her şey bunun için,80
ben senden çok daha,80
onun gibi bir kadın,80
bir saat önce bu,80
her şeyi onun için,80
sen benim en büyük,80
de benim en iyi,80
ona çok güzel bir,80
belki de sen bana,80
için her şeyi yapıyorsun,80
bir şeyi mi var,80
onlar için hiçbir şey,80
tek bir söz bile,80
bak bakalım bir şey,80
şu anda en büyük,80
senin gibi olmak için,80
seni yok etmek için,80
yine de emin olmak,80
de senin hakkında çok,80
ama yine de senin,80
kontrol et olur mu,80
şu anda tam olmak,80
tamam o zaman bunu,80
ve bu bir daha,80
sadece bir kez gördüm,80
az önce başka bir,80
benim için daha çok,80
ki bu benim için,80
ve şimdi de senin,80
biliyor musun çok iyi,80
o zaman da çok,80
senin için bile çok,80
çok kötü şeyler geldi,80
burada daha önce de,80
peki sen ona ne,80
bir şey daha söyledi,80
bu ondan çok daha,80
burada olmak zorunda mı,80
olan kimse yok mu,80
ben senin için her,80
kadar iyi bir çocuk,80
ve beni iyi dinle,80
o yüzden bir daha,80
hiç kötü bir şey,80
için önemli olan bir,80
gerçekten harika bir şey,80
ama bundan çok daha,80
ve tabii bir de,80
yarın diye bir şey,80
ne zaman bilmiyorum ama,80
ona bir daha asla,80
çünkü ben iyi bir,80
bunun hakkında daha fazla,80
tüm bunlar hakkında ne,80
bu gece burada değil,80
onun için iyi olur,80
nasıl olur da benim,80
hiçbir şey daha iyi,80
içinde tam olarak ne,80
değil de başka bir,80
ne oldu orada öyle,80
bu iş çok daha,80
her şey çok zor,80
her ne kadar bunu,80
gibi şeyler sadece geç,80
senin için ne zaman,79
bir şeyler olduğunu söyledi,79
bir kez daha bana,79
yıl önce ben de,79
hiçbir şey bundan daha,79
az sonra burada olur,79
benim olduğu kadar senin,79
bu yüzden en iyi,79
bunu tekrar yapmak zorunda,79
görmek ne güzel dostum,79
böyle bir şey söz,79
o öyle bir şey,79
için sana çok teşekkür,79
kadar senin için de,79
daha kötü bir yer,79
gibi bir şey de,79
o zaman onu neden,79
bunun için seni asla,79
ve o iyi bir,79
ne kadar da küçük,79
kötü bir adam olduğunu,79
belki de bir kaç,79
için hiç önemli değil,79
gerçek şu ki benim,79
evet evet her şey,79
bir şey yok sanırım,79
lütfen bana bir şey,79
tam da böyle bir,79
bu her zaman bir,79
biliyorum ama şu anda,79
önce hiç gerçek bir,79
sizi görmek için burada,79
sen ve o mu,79
ama başka bir zaman,79
buna bütün gün devam,79
neden bu kadar az,79
şey beni daha mutlu,79
evet ama hiçbir şey,79
bu kötü oldu işte,79
uzun zaman önce sana,79
bunu sadece para için,79
bir yer olduğu için,79
bak ve bana ne,79
bu da mı bir,79
bu doğru değil efendim,79
sen de öyle değil,79
kimse yok mu orada,79
size önemli bir şey,79
ne de bir şey,79
aslında daha çok bir,79
ne demek önemli değil,79
çok daha iyi biri,79
her biri için bir,79
olduğunu biliyor musun ki,79
için yardım etmek istiyorum,79
ile ilgili küçük bir,79
şey bu tamam mı,79
biri daha var mı,79
aslında ben de bir,79
zaman iyi bir şey,79
burada başka biri var,79
bir yerde bir şeyler,79
ama bu kötü bir,79
bir şey demek istiyorum,79
çok özel bir kız,79
