fivegram,frequency
şu anda seninle birlikte o,22
kendi hakkında bir şey söyle,22
en fazla bir iki gün,22
haydi ama o kadar da,22
yani başka ne olabilir ki,22
da büyük bir iş değil,22
peki bu senin için iyi,22
o kadar da büyük değilim,22
bu ne demek oluyor peki,22
ama çok güzel bir şekilde,22
yani bu daha güzel bir,22
senin sadece bir çocuk olduğunu,22
için yardım etmek mi istiyorsun,22
yani kesinlikle büyük bir şey,22
iyi olan hiçbir şey yok,22
tekrar görmek çok güzel bay,22
o kadar çok istiyor ki,22
peki bunu bana neden şimdi,22
her şey çok güzel ve,22
bir kadın ve bir adam,22
küçük bir kız için fazla,22
senin en son ne zaman,22
adam için çok iyi bir,22
sana daha fazla bir şey,22
mı öyle geliyor yoksa biraz,22
ilgili küçük bir sorun var,22
bana bunun için bir teşekkür,22
bu ne kadar kötü olabilir,22
ama yine de bir şekilde,22
bunun gibi bir şeyi hiç,22
peki bu iyi bir şey,22
çok kötü bir şey ama,22
bunu daha önce bir yerde,22
bunu senin için yapmak istiyorum,22
çok da önemli değil değil,22
şimdi ne de hiçbir zaman,22
doğru değil ve bunu sen,22
o işte iyi para var,22
ilgili pek bir şey yok,22
para ya da başka bir,22
sana göre değil değil mi,22
biliyor musun ben de tam,22
çok kötü olur değil mi,22
nasıl oluyor da hep yanlış,22
şimdi bu ne demek oluyor,22
etmek için devam etmek için,22
nasıl bu kadar güzel olabilir,22
üzgünüm özür dilerim özür dilerim,22
hayır ama bu iyi bir,22
tüm bunlar nasıl gerçek olabilir,22
ama ben bir şey bilmiyorum,22
onu yok etmek için bir,22
ama bana yine de o,22
buraya başka bir şey için,22
şey daha iyi değil tamam,22
uzun zaman önce biri vardı,22
bir doktor var mı yok,22
kim niye böyle bir şey,22
bakın sizin için çok şeyler,22
her zaman öyle değil miyim,22
seni görmek bana iyi geliyor,22
çok kötü ile çok iyi,22
bu o kadar güzel ki,22
bu o kadar zor ki,22
senden de iki tane var,22
size ve size ve size,22
kim olduğunu bilmiyorum ama sana,22
iyi mi kötü mü olduğunu,22
kim bu kız ne zaman,22
da bizim için aynı şeyi,22
tüm bunlar da ne oluyor,22
mı tamam mı tamam mı,22
ne para ne de kadın,22
o ya da bu değil,22
et her zaman zor olur,22
neden ben değil de sen,22
her zaman benim için en,22
hakkında bir şeyler söyledi mi,22
evet çok uzun zaman önce,22
ederim ki ben hiçbir şey,22
çok özel bir gün olacak,22
olmak hakkında hiçbir şey bilmiyorum,22
kadar da kötü değil hadi,22
için değil başka bir şey,22
kimse onu böyle bir yerde,22
şey için çok geç olacak,22
sizin için önemli değil mi,22
en iyi ya da en,22
burada çok güzel şeyler var,22
bize yardım et ya da,22
senin için doğru olan şeyi,22
kadar da büyük bir iş,22
ve şimdi biliyorum ki bu,22
hem de hiç mi hiç,22
var ve o da benim,22
aslında ben de tam olarak,22
olmak güzel bir şey olmalı,22
bize bir kaç dakika ver,22
sen biraz bekle olur mu,22
başka şeyler de mi var,22
olmak zorunda olduğu için üzgünüm,22
şimdi biliyorum ki bu adam,22
olmak benim için büyük bir,22
şey beni daha fazla mutlu,22
bir kaç dakika daha ver,22
yani gerçekten devam mı etmek,22
hiç bir şey yok efendim,22
sen başka bir şey istiyorsun,22
birkaç dakika sonra burada olur,22
ki belki sen ondan bundan,22
gereken bir şey var da,22
bana biraz yardım et ne,22
bana yardım et yardım et,22
az önce bir şey gördüm,22
bunu bir hayır olarak kabul,22
tamam o zaman haydi bakalım,22
lütfen bana neler olduğunu söyle,22
doktor var mı yok mu,22
tamam o zaman hadi gidelim,22
neden hiçbir zaman benim için,22
etmek o kadar da zor,22
ben de sizin kadar istiyorum,22
ve senin büyük büyük büyük,22
sadece sana yardım etmek için,22
benim için de sorun değil,22
her zaman aynı şeyi yapıyorsun,22
baba olmak için her şeyi,22
ve size ve size ve,22
başka her yere git yoksa,22
ama bu şekilde olmak zorunda,22
da pek olan bir şey,22
ama sen çok iyi bir,22
sen benden çok daha fazla,22
belki de seni bu yüzden,22
bir kaç saat içinde işe,22
o kadar iyi mi yani,22
bu kadar çok şey sana,22
ama belki de bunun için,22
olmak neden bu kadar önemli,22
bana böyle bir şeyi nasıl,22
o yüzden iş bir tek,22
bana burada neler olduğunu söyle,22
beni dinle bu çok önemli,22
o da bana aynı şeyi,22
o da biliyor sen de,22
sonra da bana bir doktor,22
belki de bunu başka bir,22
o da benimle buraya geldi,22
var ki kimse onu böyle,22
bir kişi daha mı lazım,22
tamam pekala sen iyi misin,22
birkaç gün sonra daha çok,22
ama bu harika bir şey,22
sizin için zor bir zaman,22
o kadar var mı bilmiyorum,22
senin gibi biri için bu,22
birkaç gün önce burada bir,22
her şey için tekrar teşekkür,22
bakın ben ona daha fazla,22
bunu ben de biliyorum sen,22
ama orada iyi olacak mı,22
o kadar da kötü mü,22
bana birkaç dakika izin ver,22
benimle birlikte olmak istiyor musun,22
var ki öyle değil mi,22
kim olduğunu biliyorum ve sana,22
tamam mı tamam mı tamam,22
o da çok iyi bir,22
ve şu anda en çok,22
hem de çok önemli bir,22
hayır bu en önemli şey,22
da sizin için aynı şeyi,22
bu onun için çok fazla,22
bana yardım etmek için geldi,22
evet ya da hayır olacak,22
olan bir adam bile vardı,22
her şeyi evet her şeyi,22
hem de en iyi şekilde,22
gereken bir şeyler yok mu,22
ben aynı şeyi senin için,22
bir anda bir şey oldu,22
bir dakika bu nasıl oldu,22
kötü bir zaman tamam mı,22
için önemli olabilir ama benim,22
belki bir gün büyük bir,22
bir şey olduğu falan yok,22
bir dakika bile geç değil,22
yardım edin yardım edin lütfen,22
için iyi olan benim için,22
ben sana çok iyi bir,22
bugün biraz sorun var ha,22
bir daha onu görmek zorunda,22
sonra o kadar da kötü,22
devam etmek için devam etmek,22
bir iş için yeni bir,22
o zaman gerçek olmaz mı,21
bunu gerçekten de yapmak istiyor,21
bizim bizim ve onu istiyor,21
evet ama sen bu işi,21
için çok teşekkür ederim efendim,21
ben ve bir kişi daha,21
ne bana ne de ona,21
söyle bana nasıl bir adam,21
herkes biliyor ki uzun olan,21
sonra ne oluyor biliyor musun,21
çok daha güzel bir şey,21
ben de senin için her,21
ya da başka biri hakkında,21
tam olarak ne zaman oldu,21
biliyorum senin için zor bir,21
bütün gece için bana kaç,21
büyük ve daha iyi şeyler,21
ben de tam olarak böyle,21
benim için de zor bir,21
burası çok kötü bir yer,21
dur bir dakika dur dur,21
zaman bana biraz para ver,21
bunu benim için neden yapıyorsun,21
ama ben başka bir şey,21
bir ona bak bir de,21
ama bence bu doğru değil,21
her şey gibi bu da,21
ve sen sen de çok,21
onun için fazla büyük o,21
burada olan şeyler orada da,21
ben onun gibi olmak istiyorum,21
onun hakkında tam olarak ne,21
benim için her zaman çok,21
bana da ver bir tane,21
neler olduğunu ben de bilmiyorum,21
siz de ben de hiç,21
benim için bundan çok daha,21
tam da bu yüzden sana,21
yani bence belki onu bir,21
var mı ondan bile emin,21
her zaman ne kadar güzel,21
ben de senin hakkında aynı,21
her şey tamam o zaman,21
ama bir gün benim için,21
önce hiç bu kadar uzun,21
için kötü şeyler de olmak,21
bir kadın için hiç böyle,21
neler olduğunu bana ne zaman,21
sen de öyle bir adam,21
onun için çok zor bir,21
çok güzel ama değil mi,21
o kadar çok iş var,21
bana nasıl böyle bir şey,21
bu kadar zaman sonra benden,21
ama tam olarak nerede olduğunu,21
bir şey gibi değil mi,21
hayır yok artık gerçekten yok,21
ben de size yardım ederim,21
o kadar önemli olan şey,21
bir kadın benim için böyle,21
hâlâ ona karşı bir şeyler,21
bu benim için de iyi,21
bana o kadar çok şey,21
her şey uzun zaman önce,21
bir güzel gün daha olacak,21
ol artık bir daha asla,21
oh tanrım tanrım tanrım tanrım,21
ne ya da kim olduğunu,21
ve her zaman her zaman,21
bana bak az önce bir,21
ve kız da çok güzel,21
burada hem de burada değil,21
evet ama öyle bir şey,21
kadar da kötü değil mi,21
diye bir şey yok dostum,21
için çok özür dilerim efendim,21
bir daha onu görmek istemiyorum,21
her şey seninle ilgili olmak,21
benim için gerçekten büyük bir,21
bizim ve onu istiyor biz,21
ama başka bir şey oldu,21
benim için önemli ama sen,21
evet ama şu an bir,21
o zaman nasıl bu kadar,21
olmak ne demek biliyor musun,21
ve sen bunu biliyorsun değil,21
de son bir kez görmek,21
git ve onu kontrol et,21
ya şimdi ya hiçbir zaman,21
göre yarın saat iki ile,21
o zaman gel de al,21
yoksa o da benim gibi,21
burada görmek gerçekten çok güzel,21
evet efendim hem de çok,21
çok daha iyi şeyler var,21
her şey aynı ama son,21
dur bir şey daha var,21
senin kadar kötü olduğunu mu,21
ama ben pek emin değilim,21
artık küçük bir çocuk değil,21
ben de ben de ben,21
eğer bu seni daha iyi,21
son bir daha asla çok,21
ve çocuklar olmaz değil mi,21
ama son bir şey daha,21
büyük bir sorun değil mi,21
peki sen ne yapmak istiyorsun,21
bu ne demek bilmiyorum ama,21
hepsi bu kadar mı yani,21
bu adam çok iyi bir,21
göre bir iş değil bu,21
her zaman olduğu gibi çok,21
bize yardım edin biz de,21
kadar zaman sonra benden ne,21
benim için kötü bir gün,21
hayır bir tane bile yok,21
da senin hakkında aynı şeyi,21
ama başka bir şey yok,21
sen de böyle bir şey,21
ne yemek istiyorum biliyor musun,21
baba özür dilerim gerçekten özür,21
ama bu bir özür değil,21
yemek ne zaman hazır olur,21
böyle bir yerde ne kadar,21
senin hakkında bir şey bilmiyorum,21
sen ne yapıyorsun biliyor musun,21
tek kişi ben değilim öyle,21
kim olduğunu biliyorum tamam mı,21
başka bir yer daha var,21
yarın benim için önemli bir,21
ben onu değil o beni,21
yemek için geç bir saat,21
bırak beni seni bir daha,21
tam ona göre bir iş,21
bu işi sadece para için,21
büyük gün için hazır mısın,21
ve çok iyi bir iş,21
hayır bu çok kötü bir,21
bunun gibi bir şey daha,21
bize yardım etmek istiyor musun,21
bana lazım olan tek şey,21
anda önemli olan bu değil,21
istiyorum ama bu şekilde değil,21
ve ne kadar güzel bir,21
bunun için gerçekten çok özür,21
belki siz benim için bir,21
oh hey hayır hayır hayır,21
de bu o kadar da,21
olur böyle şeyler değil mi,21
sana çok daha az iş,21
bir iki gün içinde ne,21
baba diye bir şey yok,21
daha bir gün oldu ama,21
benim gibi sen de biliyorsun,21
ben işte böyle iyi bir,21
her zaman çok iyi bir,21
biri olduğunu biliyorum ve seni,21
gidip başka neler oluyor diye,21
bunu bu yüzden mi yapıyorsun,21
çok iyi olmaz değil mi,21
de küçük bir kız bile,21
ne bizim için ne de,21
bunun gibi bir şey yok,21
ama hiçbir zaman daha sonra,21
ve zor bir gün oldu,21
bu büyük bir şey olabilir,21
gece seninle ilgili bir şey,21
evet ama bir tane var,21
çünkü bu gece o gece,21
bu para ile ilgili değil,21
doktor gel de bir bak,21
sen de mi bir şey,21
sana göre bir yer biliyorum,21
orada başka bir şey var,21
yer olduğunu görmek ister misin,21
ne ne ne ne ne,21
bu işe hiç mi hiç,21
seni görmek de çok hoş,21
siz benim için bir tane,21
ama benim için her şey,21
ama o kişi ben değilim,21
ben de bir tek ben,21
tane sana bir tane de,21
için özel bir şey ister,21
ama bir çocuk iki yıl,21
benim olduğu kadar sana da,21
ben de ona aynı şeyi,21
bana ne olur biliyor musun,21
çok ama çok daha fazla,21
başka bir şey daha oldu,21
tamam baba özür dilerim gerçekten,21
onun için büyük bir gün,21
sanırım bunu daha önce de,21
bu adam kim bilmiyorum ama,21
bugün benim için özel bir,21
iki tane bir tane de,21
başka bir şeyler mi var,21
bir şey yapmak zorunda değil,21
bu bizim için iyi mi,21
senin ne kadar iyi olduğunu,21
başka bir çocuk daha istiyor,21
ve söyle bana evet mi,21
her şey için gerçekten çok,21
ben de bu yüzden burada,21
bir saat içinde orada ol,21
de benim için bir şeyler,21
içinde ne olduğunu biliyor mu,21
bu onun işi değil mi,21
ve orada en fazla iki,21
biliyorum ve çok üzgünüm ben,21
bana da bir tane var,21
her şey büyük bir yanlış,21
artık bir şey olmaz değil,21
bugün olan şey sadece bir,21
özel bir şeyler var mı,21
bize bir şey yok mu,21
zaman o kadar da kötü,21
bu işi ilk kez ve,21
böyle bir şeyi kim söyledi,21
ve sana teşekkür etmek istiyorum,21
bırak da bu işi ben,21
gereken bir iş yok mu,21
değil mi yoksa var mı,21
benim için de önemli değil,21
daha önce de bir adam,21
başka bir şeyler daha olmalı,21
önemli bir şey değil tamam,21
benim için sorun başka bir,21
gerçek şu ki sen bir,21
çok kötü geliyor değil mi,21
bunun için ona teşekkür etmek,21
daha önce bu kadar kötü,21
bugün o kadar güzel ki,21
kimse ne sen ne de,21
orada en fazla iki saat,21
için mi yoksa benim için,21
o zaman bütün gün burada,21
bu işi yapmak istiyor musun,21
kim olduğunu bilmiyorum ama buraya,21
buna hazır değilim tamam mı,21
ama ben senin için böyle,21
gereken bir iki şey var,21
benim için çok daha iyi,21
benim için çok ama çok,21
bir gün sen de benim,21
bir saat gibi her yıl,21
o kadar çok yer var,21
ben teşekkür ederim bay gece,21
iş o zaman tamam mı,21
için nasıl bu kadar önemli,21
böyle bir yer biliyor musun,21
benim için çok geç artık,21
bir tane daha ver bana,21
çok fazla çok fazla çok,21
son bir iş daha var,21
içinde ne olduğunu tam olarak,21
ona ne dedim biliyor musun,21
yüzden biz de yeni bir,21
çok büyük bir şey olacak,21
bunun senin için bu kadar,21
peki siz tam olarak ne,21
daha kaç kişi var bilmiyorum,21
gerçek şu ki sen olduğunu,21
fazla çok fazla çok fazla,21
sadece beni dinle olur mu,21
bir saat içinde yeni bir,21
şimdi bir kaç dakika daha,21
bizi her an ve her,21
ona hiçbir şey için söz,21
için özel bir gün değil,21
peki sen iyi olacak mısın,21
olan ben değilim değil mi,21
belki öyle ama yine de,21
kadar çok kadın var ki,21
seni hiç bu kadar iyi,21
bunu iyi bir şey olarak,21
o gece bu gece değil,21
senin için zor olacak ama,21
bir şeyi yok bir şeyi,21
aman tanrım ben de bundan,21
bu zor bir iş değil,21
aman tanrım hem de nasıl,21
burası benim için doğru yer,21
al ve git tamam mı,21
ama yine de güzel bir,21
güzel bir şey yapmak istiyorum,21
eminim senin için de iyi,21
kadar beni bekle her şey,21
olarak bir yıl önce bu,21
ne olduğunu bilmiyorum tamam mı,21
bir daha bak o zaman,21
bir yerde senin için bir,21
hem sizin için hem de,21
kadar çok yer var ki,21
bir kaç saat önce bir,21
size göre bir iş var,21
beni daha iyi bir adam,21
bu yüzden çok ama çok,21
biraz fazla geldi o kadar,21
bir şey falan ister misin,21
şey seninle ilgili olmak zorunda,21
için ben sana teşekkür ederim,21
senin için zor biliyorum ama,21
ya da yanlış bir şey,21
neden bana yardım etmek için,21
nasıl olduğunu sen de biliyorsun,21
bu harika gece için teşekkür,21
olan tek şey artık kim,21
burası gerçekten çok güzel bir,21
pek bir şey yok sadece,21
olan şeyler orada da var,21
ve bu çok iyi bir,21
ne diye bir yer hiç,21
ve bu çok uzun zaman,21
ya da kötü bir şey,21
yok ama yine de sağ,21
kadar büyük bir şey nasıl,21
hiç sorun olmaz değil mi,21
bir şey olur değil mi,21
beni seni bir daha görmek,21
hadi buna gerek yok bana,21
seni burada daha önce de,21
daha ne kadar devam etmek,21
bu şimdi çok önemli bir,21
hey siz üç kişi değil,21
çünkü ben de sana ne,21
bak bu benim için de,21
ne olduğu ile ilgili bir,21
evet ondan da biraz vardı,21
bir dakika sen ne yapıyorsun,21
ondan bir tane de ben,21
senin için başka bir tane,21
hem bunun için sana neden,21
nasıl olur da hiçbir şey,21
bana yardım et o zaman,21
bir gün bunun için bana,21
beni dinle çok iyi dinle,21
her hafta yeni bir tane,21
için bana biraz daha zaman,21
bir anne için ne kadar,21
sen bana hiç bir şey,21
olarak ben de senin kadar,21
bu tam olarak bir yıl,21
evet o benim en iyi,21
bir şey daha var baba,21
sen beni hiç o kadar,21
bir şey değil ama bize,21
o gece seninle ilgili bir,21
daha var öyle değil mi,21
daha önemli olan ne var,21
ben de bunu biraz daha,21
ondan bu kadar çok mu,21
hem de iyi bir iş,21
belki daha sonra olur mu,21
her an ve her yerde,21
bir kişi mi yoksa tüm,21
çok uzun zaman önce değil,21
lütfen biri bana ne olduğunu,21
ve bunun gibi şeyler işte,21
mi yoksa benim için mi,21
devam etmek için fazla bir,21
devam etmek istiyorsun değil mi,21
için iyi bir şey mi,21
en kötü şey bu mu,21
en fazla bir iki saat,21
bir şey daha var şu,21
bu son bir daha asla,21
hakkında senden çok şey biliyor,21
hem de bir hiç için,21
için iyi bir yer olacak,21
bu senin mi benim mi,21
tamam benim için sorun değil,21
olduğunu bilmiyorum ama buraya tekrar,21
emin ol artık bir daha,21
evet olarak kabul ediyorum o,21
sizin için tam olarak ne,21
bir kaç gün önce o,21
hayır evet demek oluyor tabii,21
yani sen bu işi hoş,21
bu senin için güzel bir,21
sen bunu çok iyi biliyorsun,21
en kötü şey bu değil,21
ama en az bir saat,21
bu iş böyle mi oluyor,21
şey için tekrar teşekkür ederim,21
