threegram,frequency
bakın özür dilerim,63
gereken ne var,63
olarak tam bir,63
olarak tek bir,63
önemli olan kendini,63
gereken en iyi,63
biraz sonra orada,63
beni oraya sen,63
biraz var mı,63
beni işe geri,63
için bu yeni,63
için bu tek,63
için bu biraz,63
o bana karşı,63
ama sizi de,63
için üç hafta,63
için üç kişi,63
de kadın var,63
o bana da,63
demek bu o,63
demek daha iyi,63
de kim böyle,63
ama size küçük,63
gerçekten kötü şeyler,63
aslında biraz önce,63
de nereden geliyor,63
var ve artık,63
burada değil miyim,63
beni her an,63
bunun sadece iki,63
beni hep böyle,63
gerçekten de tüm,63
biri olmak istiyor,63
işte öyle bir,63
nerede onu bile,63
bugün bunun için,63
değilim biliyor musun,63
biri var da,63
işte böyle oluyor,63
neler oluyor ha,63
benim için özür,63
bana başka şeyler,63
değil biz de,63
hayır onu bana,63
yüzden büyük bir,63
olabilir ama iyi,63
ama bugün biraz,63
bir kaç eski,63
de bu yıl,63
neden üç tane,63
yok bu benim,63
ama onu sadece,63
beni dinle eğer,63
beni bir baba,63
neden gidip kendi,63
dinle beni ben,63
neden olduğunu hiç,63
bu bana olan,63
dinle bak bu,63
işte iyi para,63
bizim orada bu,63
şey bu gibi,63
olarak biliyor musun,63
neden biri onu,63
şu ki bütün,63
ne çok insan,63
bunlar hep benim,63
benden yardım istiyorsun,63
aslında iyi biri,63
gerçekten de onu,63
bunun için onlara,63
senden son kez,63
için siz ne,63
o her an,63
o yüzden bundan,63
sen onun tek,63
ama sana değil,63
neden bana kim,63
ama onlar bir,63
neden beni burada,63
ne yani onunla,63
hayır işi değil,63
ve bunu her,63
sen beni her,63
benim tek dostum,63
gibi bu çok,63
bizim de bu,63
burada herkes için,63
gibi biri daha,63
ne ve neden,63
çünkü sana göre,63
olan başka kim,63
şey bu bu,63
diye de bir,63
o gece bizi,63
bunun için güzel,62
yapmak için önce,62
çok yanlış olur,62
yani beni burada,62
çocuklar bir dakika,62
gel bana gel,62
ne daha önce,62
dur bakalım küçük,62
çok fazla geldi,62
daha çok istiyorsun,62
ne demek emin,62
fakat artık bu,62
ve beni tekrar,62
daha fazla istiyorsun,62
bunun seni mutlu,62
çok fazla geliyor,62
neden bize bu,62
bunu benden başka,62
bugün hiç bir,62
ve seni bunun,62
için ne hoş,62
ne demek iki,62
ben bu değilim,62
için özel izin,62
olmaz mı hiç,62
belki de hazır,62
evet efendim hayır,62
onu birkaç yıl,62
neden seni bir,62
ve burası bir,62
bu bu hafta,62
ki o bu,62
ama herkes seni,62
çünkü en büyük,62
olabilir ama öyle,62
söyledi o yüzden,62
size de aynı,62
da öyle ve,62
olarak iyi iş,62
evet biliyorum o,62
için bir anne,62
çok insan bu,62
şeyler oldu ama,62
sizin benim gibi,62
ve bunu hiçbir,62
biraz burada bekle,62
sen benim bu,62
kez iki kez,62
biliyorum bir şey,62
ya sen baba,62
kez daha fazla,62
bunun hiç mi,62
her şeyi dışarı,62
siz çocuklar bunu,62
biliyorum benim için,62
var başka bir,62
o zaman teşekkür,62
asla çok fazla,62
bir her zaman,62
ona karşı hala,62
de işe geri,62
bu bana eski,62
evet ben biraz,62
adam en az,62
bilmiyorum sen de,62
gün ama değil,62
bu gerçekten son,62
hala içinde bir,62
evet ben seni,62
seni tabii ki,62
biri ve ben,62
yine hiçbir şey,62
seni hemen geri,62
bu gerçekten seni,62
çok da o,62
tane var burada,62
de bu olabilir,62
seninle onun hakkında,62
ve şimdi başka,62
ile bir iş,62
pekala şimdi bir,62
önemli olan bundan,62
güzel kadın var,62
anda gerçekten çok,62
ile birlikte misin,62
oh seni çok,62
var mı ondan,62
de bu şey,62
hoş bir insan,62
olabilir ama ona,62
olabilir ama ne,62
ki bunun da,62
sizi son kez,62
fazla şey mi,62
evet ama hayır,62
ve içinde ne,62
kadar para lazım,62
asla hiç bir,62
için seni burada,62
değil ben sadece,62
kim ve ben,62
bu gün hiç,62
onlara da söyle,62
işi çok zor,62
bir de saat,62
diye her gün,62
ama asla geri,62
bir gece olabilir,62
istemiyorum ama sanırım,62
geliyor ve bu,62
uzun zaman mı,62
hep birlikte bu,62
senin hep bir,62
küçük iyi bir,62
hayır dedim ki,62
daha küçük daha,62
bir kez senin,62
değil ama kendi,62
uzun ve çok,62
bu işi tam,62
daha mı oldu,62
her gece nereye,62
bunu sadece siz,62
bu şeyi hiç,62
hep birlikte yemek,62
teşekkürler ama bunu,62
gidip ne olduğunu,62
pek doğru olmaz,62
oraya gidip onlara,62
tabii siz de,62
aynı şey gibi,62
burada her gece,62
artık her zaman,62
zaman seni daha,62
biliyorum ama senden,62
seni doğru mu,62
hem onun hem,62
ama bu kişi,62
iş o zaman,62
neden size yardım,62
de güzel şeyler,62
bugün daha önce,62
gece de böyle,62
herkes seninle aynı,62
aslında hoş bir,62
olarak bir daha,62
da seni hiç,62
vardı ama bunu,62
olan sen ve,62
zaman söyle bakalım,62
bir çocuk neden,62
bunlar da sizin,62
tabii onlar da,62
ve kimse onun,62
ve kimse onları,62
hadi işte böyle,62
bile bir kez,62
bütün iyi şeyler,62
olan ne kadar,62
hem mutlu hem,62
sanırım şimdi daha,62
beni dinle her,62
de bence bu,62
ona her şey,62
yer tam bir,62
bir lanet gibi,62
da ona ne,62
hayır tatlım bu,62
dakika da bir,62
ne onu bile,62
bana olan bu,62
de ondan sonra,62
önce bana biraz,62
evet o işi,62
ve size iyi,62
ama sanırım benim,62
çok az daha,62
dakika sonra devam,62
saat kadar daha,62
iyi olacak bence,62
birini görmek istiyorum,62
para lazım bana,62
aslında pek öyle,62
yarın da aynı,62
gereken en doğru,62
beni bir anda,62
bir ilk olmalı,62
zaman onu nasıl,62
yoksa bu çok,62
nasıl bir yerde,62
benim de yapmak,62
çünkü o senden,62
bak güzel bir,62
et de onu,62
ama o para,62
neden kötü şeyler,62
az ve daha,62
çok şey de,62
ve size şunu,62
işte o gün,62
beni biraz fazla,62
ama tatlım bu,62
hafta önce seni,62
onun da çok,62
ve ben değilim,62
neden olduğu bir,62
dilerim ama bana,62
var ama fazla,62
da beni buraya,62
ben onu bu,62
ama biz bunun,62
karşı geldi ve,62
neden onu hiç,62
ama ben seviyorum,62
ilgili bir iki,62
ne vardı peki,62
dışarı bir bak,62
hayır seninle ilgili,62
biri değil miyim,62
sen bana daha,62
bile kim olduğunu,62
hayır ben buraya,62
biraz bekle olur,62
iyi çünkü o,62
seni benden çok,62
herkes kabul ediyor,62
ben onu iyi,62
çok üzgünüm seni,62
beni en fazla,62
benim çok güzel,62
ama yok bir,62
benim değil sizin,62
lütfen bunu da,62
oluyor bana böyle,62
beni birkaç kez,62
burada değil ya,62
mu az mı,62
onu buraya neden,62
sonra çok fazla,62
bunu ben niye,62
biliyorsun şu anda,62
mu var diye,62
sonra nasıl bir,62
da siz mi,62
zaten bu gece,62
ama hepsi benim,62
bir tane küçük,62
bu kesinlikle harika,62
ben iki kez,62
var mı içinde,62
etmek için doğru,62
hem sana ne,62
bizim gibi iyi,62
bu işi kesinlikle,62
ona burada bir,62
hakkında da çok,62
olan benim için,62
için bu küçük,62
gün bir gece,62
de bir yerde,62
bugün bir çok,62
çünkü siz çok,62
tabii ki büyük,62
hakkında daha iyi,62
en son birlikte,62
sanırım tüm bu,62
yine görmek istiyorum,62
hey bak dostum,62
sonra tekrar gel,62
aynı yerde iki,62
ne var biliyorum,62
yer çok güzel,62
burası çok küçük,62
zaman burada olur,62
bak daha sonra,62
ve biz o,62
da bir gece,62
dakika sonra size,62
kimse onun kadar,62
şimdi daha kötü,62
ve güzel şeyler,62
o yüzden emin,62
evet işte bunu,62
evet kesinlikle çok,62
evet hayır ben,62
hâlâ çok iyi,62
biri bunu neden,62
yıl önce geldi,62
için hala zaman,62
ne yapıyorsun şu,62
biri bunu bana,62
pek fazla yok,62
hâlâ benimle misin,62
şu ki bugün,62
mi eski dostum,62
ama gerçekten harika,62
gece beni de,62
ki bu aslında,62
sanırım senin gibi,62
tabii eğer sen,62
doktor sen misin,62
bir adam bütün,62
peki ya burada,62
onun şu an,62
önemli olan onları,62
evet sana söz,62
onu tam burada,62
gibi o zaman,62
sana en büyük,62
gibi olacak mı,62
dinle seni sonra,62
tamam size bir,62
bu hafta burada,62
öyle şeyler olmaz,62
bak sen kim,62
şey yok seni,62
bir gün ondan,62
onunla ilgili en,62
buraya bana yardım,62
emin olacak kadar,62
bir iş bir,62
ama siz devam,62
bak şimdi sana,62
biz burada böyle,62
efendim hem de,62
kadar daha böyle,62
dur bir tane,62
önce bir an,62
ve ona yeni,62
fakat ben onun,62
yani onlar sadece,62
o da ilk,62
tüm bunlar bana,62
ben buraya kadar,62
de onu ve,62
neden hala bir,62
şey ben biraz,62
sadece çok daha,62
değil orada değil,62
onu tekrar gördüm,62
ve sanırım biz,62
kadın olmak nasıl,62
senin en son,62
ama kimse ona,62
beni eve geri,62
göre en büyük,62
yok ama iyi,62
iyi geldi değil,62
buna daha önce,62
tamam eğer bir,62
ondan söz etmek,62
eminim büyük bir,62
bence en önemli,62
burada ve ben,62
iki kişi bir,62
öyle çok istiyorum,62
hayır o artık,62
olduğu için hiçbir,62
bana teşekkür mü,62
hayır yok ama,62
değil mi büyük,62
hafta sonra o,62
ve de son,62
bu para da,62
çok zor geldi,62
şimdi sana bunu,62
sizi büyük bir,62
ya da kontrol,62
daha önce olan,62
seni lanet bir,62
de sana nasıl,62
kim olduğunu bir,62
da hoş geliyor,62
yapmak ister mi,62
sadece ben kontrol,62
ve ona neler,62
yani onu orada,62
bence böyle daha,62
bunu sonra da,62
iki değil üç,62
her hafta bana,62
o gece iki,62
bu adam bunu,62
ve gel buraya,62
burası biraz daha,62
ama hemen geri,62
değil mi ona,62
onlar da senden,62
kadar önemli olabilir,62
neden böyle güzel,62
eğer biri bunu,62
biliyor musun doğru,62
tanrım bana ne,62
bu bir teşekkür,62
o kız neden,62
nereden geliyor biliyor,62
ama ne diye,62
ama bunu istemiyorum,62
bunu biliyor olmalı,62
bizim için birkaç,62
beni tekrar mı,62
kadar kim olduğunu,62
bir yerde yeni,62
kim olduğunu tam,62
evet çok az,62
asla bunu yapma,62
şimdi sana çok,62
şey senin hakkında,62
ne istiyorsun bir,62
hadi ama ona,62
bakın bu adam,62
hayır dostum o,62
devam et sadece,62
tamam ben biraz,62
gibi mi yapıyorsun,62
değil mi onu,62
o değil benim,62
eğer beni buradan,62
daha var burada,62
tanrım daha önce,62
bakalım bize ne,62
yer burası demek,62
ben bir yerde,62
kız şu anda,62
yani daha az,62
hayır bunu o,62
için olur mu,62
demek bu işe,62
kadar sana bir,62
artık biz diye,62
yani bir yıl,62
de yok ama,62
ben bir an,62
daha çok birlikte,62
o da üç,62
bunlar için mi,62
beni başka yere,62
demek iyi bir,62
bakın bana yardım,62
gidip bir iş,62
bu onun kız,62
bana hiç para,62
olduğunu bilmiyorum fakat,62
da ne olacak,62
sen neden gidip,62
sanırım artık buna,62
onlara göre ben,62
ne bu gece,62
oraya nasıl geldi,62
kadar büyük olsun,62
üç hafta var,62
birkaç saat burada,62
zaten güzel bir,62
o kadar eminim,62
bırak artık şunu,62
için çok yer,62
ne demek başka,62
hafta sonra beni,62
bile yeni bir,62
yok mu efendim,62
her şey olduğunu,62
gün içinde de,62
ama başka hiçbir,62
kız için her,62
belki bunun bir,62
buraya kadar o,62
baba ya da,62
adam kötü bir,62
bu kadın gerçekten,62
zaman nerede ve,62
ben bir söz,62
falan değil dostum,62
nasıl olur ha,62
sana da bunu,62
lanet olsun tam,62
nasıl oldu o,62
son insan benim,62
saat daha mı,62
sanırım bu hayır,62
her bir gün,62
bu kadın bu,62
bu pek uzun,62
önce de kötü,62
benden çok fazla,62
değil daha sonra,62
bir gün fazla,62
en hoş şey,62
bu kız bu,62
için olduğunu mu,62
çok çok hoş,62
belki sen beni,62
bana göre sadece,62
ve o harika,62
önce bu bir,62
emin misin diye,62
ama sonra kendi,62
evet seni daha,62
hayır o bu,62
emin değilim sadece,62
o da son,62
emin değilim ve,62
şey o zaten,61
adam en iyi,61
musun sen bir,61
şey sana da,61
şey ilk kez,61
senin de hiç,61
ve bana daha,61
ama bunlar bir,61
var her zaman,61
de üç gün,61
olduğunu söyle bize,61
için bütün bir,61
ve sen eve,61
bir neden olmalı,61
tamam şimdi seni,61
bile senden iyi,61
var üç değil,61
gerekiyor ama bu,61
biri lazım bize,61
şey o benim,61
evet sana iyi,61
ona birkaç gün,61
ama siz yine,61
tatlım sen çok,61
oluyor ki ben,61
şimdi ve burada,61
tabii ya bu,61
ve bana böyle,61
olan kötü bir,61
doğru değil ki,61
şu anda yemek,61
de öyle tatlım,61
artık yok ve,61
var güzel bir,61
küçük kız hakkında,61
o burada o,61
sadece bu bir,61
sana da olur,61
biliyor musun başka,61
ile birlikte değil,61
bir dakika benimle,61
önce ben mi,61
ve seni daha,61
olur bana yardım,61
bir de orada,61
çocuklar yok mu,61
sadece seninle bir,61
sana benden çok,61
ama bence doğru,61
bu iş şimdi,61
iş bu böyle,61
sadece seninle biraz,61
belki kendini daha,61
sen onu çok,61
eğer ne olduğunu,61
bir ve aynı,61
ve seni hala,61
sorun yok devam,61
ilk kez birlikte,61
de önemli olan,61
ve seni o,61
şey asla olmaz,61
bu sizi bir,61
biz de nereden,61
o bizim değil,61
evet biliyorum çok,61
sorun yok efendim,61
zaman senden bir,61
gerek yok şimdi,61
herkes bunun için,61
ve de benim,61
küçük çocuklar da,61
gece biraz daha,61
artık yok oldu,61
bu şeyler nasıl,61
ne yani onları,61
beni çok mu,61
tek tek yok,61
şimdi sen bunu,61
hayır hayır pek,61
sorun olmaz ama,61
ama bana nasıl,61
geliyor mu sana,61
yoksa ne kadar,61
söz bir daha,61
bir olan bir,61
sen de özel,61
olarak benim de,61
olarak bir dakika,61
olarak bize yardım,61
biz de iki,61
yine de şunu,61
burada da o,61
şey iyi olur,61
bundan böyle hiçbir,61
benim gibi eski,61
saat sonra o,61
sonra ne geliyor,61
gerçekten sadece bir,61
burada görmek beni,61
ya o kadın,61
şeyi doğru yapmak,61
gerçekten var olduğunu,61
bunu yapmak mı,61
gibi bir zaman,61
biri gibi bir,61
var mı benim,61
peki onları neden,61
hemen aynı şey,61
sonra da gece,61
benim ve sizin,61
ama sadece kendi,61
şimdi de eski,61
sen asla böyle,61
ama onunla ne,61
iyi olur zaten,61
biri büyük bir,61
de bunu görmek,61
sen gel de,61
ama biz aynı,61
bu bir an,61
mı şimdi bu,61
çünkü biz böyle,61
ama o tek,61
bu gece yok,61
mu o zaman,61
seninle uzun bir,61
ama oldu bir,61
sen buna iyi,61
mi ne için,61
olduğu gibi şimdi,61
kadın da mı,61
ben onu asla,61
harika geliyor ama,61
gibi mi efendim,61
de ondan çok,61
bunu burada yapmak,61
benim de kötü,61
yarın için çok,61
sadece önemli bir,61
şey daha büyük,61
bu gün de,61
ben ona iyi,61
hem de kız,61
oldu böyle dostum,61
biz de bütün,61
yok sadece ben,61
şey her an,61
bunu da buraya,61
hala öyle mi,61
kadın daha var,61
olacak kadar çok,61
sen de doktor,61
gibi biri neden,61
o yüzden para,61
yarın gece benim,61
benim de söz,61
ama sanırım bugün,61
çünkü bir kız,61
şimdi bir saat,61
an daha fazla,61
ama o büyük,61
iyi geliyor değil,61
peki nerede olduğunu,61
onun bir şeyler,61
para ne zaman,61
ama sanırım ona,61
için hep iyi,61
olduğu için kimse,61
o yer burası,61
şey daha biliyorum,61
için bir kontrol,61
peki neden daha,61
ve herkes kendi,61
o zaman aslında,61
ama daha bu,61
sadece dedim ki,61
şimdi tüm o,61
belki de devam,61
vardı ya da,61
bu yıl daha,61
ama size bu,61
bunu nasıl bu,61
daha az ve,61
hem insan hem,61
şimdi bana karşı,61
oluyor mu bu,61
üzgünüm ama her,61
kendini bir daha,61
vardı ve sonra,61
kadar da az,61
pekala şu işi,61
bence sen tam,61
şimdi herkes bir,61
ama biz iyi,61
hep sen mi,61
hayır hayır asla,61
bence onu çok,61
bakın burada bir,61
yıl sonra nasıl,61
var ki orada,61
evet çok zor,61
tabii ki geri,61
önce bir tek,61
ki artık bir,61
tabii ki hâlâ,61
zaman bizim de,61
aynı şekilde o,61
bu yer gerçekten,61
var ve şimdi,61
en iyi şeyler,61
onu söyle sen,61
bir adam biliyorum,61
gibi biliyor musun,61
onu ne çok,61
evet bunu hep,61
de belki bu,61
ona benden söz,61
tabii şu an,61
yok etmek değil,61
biz o işi,61
olsun daha iyi,61
sonra seni burada,61
olacak ama bu,61
bir kadın sadece,61
daha beni görmek,61
evet çünkü bir,61
ama onu pek,61
benim için sana,61
hayır gerçekten ben,61
seni üç gün,61
bütün gün nerede,61
mi var doktor,61
sadece birkaç şeyi,61
onun için hemen,61
çünkü sana da,61
ama onun çok,61
böyle oluyor demek,61
doktor olmak istiyorsun,61
bir anda tekrar,61
bu bir dakika,61
önce beni hiç,61
bütün gece tek,61
hep öyle oldu,61
o öyle mi,61
için de gerçekten,61
ona daha da,61
zor mu geliyor,61
onun gibi olacak,61
ve hepsi çok,61
evet önemli olan,61
sen de bayan,61
hiçbir şey geri,61
bu o kadın,61
kez ne kadar,61
şu ki bence,61
olabilir ama onun,61
evet lanet olsun,61
ama sonra gerçek,61
bu kadın her,61
kabul et kabul,61
emin olabilir misin,61
şimdi oraya geri,61
anne ne zaman,61
neden en çok,61
ama bundan da,61
önce iş sonra,61
çok doğru bay,61
öyle gibi geldi,61
ve onları yok,61
benimle nasıl bu,61
bakalım bu şey,61
gel ve birkaç,61
da bunu nasıl,61
ne de insan,61
bile çok geç,61
bu işe mi,61
neden mi bu,61
dilerim bayan ama,61
ne zaman gördüm,61
beni birkaç gün,61
hadi onu bir,61
hey neden bu,61
söyle ona beni,61
siz iyi olacak,61
sizi her yerde,61
teşekkürler ama biz,61
devam ediyor çünkü,61
da beni buradan,61
bir kez o,61
siz yeni bir,61
siz çocuklar benim,61
ve benim tüm,61
özür dilerim bunun,61
değil miyim ben,61
başka iyi bir,61
onları o zaman,61
tam iki saat,61
yıl başka bir,61
bir tek seninle,61
şu kadın var,61
kız için bu,61
eve gidelim artık,61
hayır teşekkürler bay,61
ben sizin bu,61
son iki saat,61
de size teşekkür,61
seni görmek iyi,61
ama sen kötü,61
pek de uzun,61
yani belki bir,61
da bu güzel,61
yoksa özel bir,61
anne izin ver,61
ama buraya bunun,61
efendim küçük bir,61
ben seni hiçbir,61
kadar yıl sonra,61
yer burası işte,61
şey biliyorum ama,61
gece mi oldu,61
o ki her,61
biliyorum çünkü bu,61
de tam böyle,61
ama bundan başka,61
ama sen senin,61
et seni küçük,61
hâlâ küçük bir,61
sana biraz izin,61
beni bir adam,61
yok ama onun,61
hadi size iyi,61
nerede olduğunu hemen,61
yıl önce onun,61
ona ne iş,61
bu yüzden birini,61
bile bunun için,61
bana daha az,61
tekrar bir bütün,61
şey eski bir,61
hey sana ne,61
ver bakalım bir,61
onu benimle birlikte,61
peki en çok,61
yerde bir tane,61
teşekkür yok mu,61
ki seni de,61
neden sadece bana,61
ve yine bir,61
tekrar etmek zorunda,61
bunlar için hiç,61
anda bunun bir,61
hayır sadece ona,61
az iki hafta,61
değil bir de,61
ve öyle olacak,61
buraya biraz yardım,61
söyledi mi size,61
şimdi ne diye,61
ki o yüzden,61
size bu işi,61
senden önce de,61
seni onunla gördüm,61
bilmiyorum ama sizi,61
her yerde senin,61
bana bir zaman,61
çok fazla yeni,61
yer olabilir mi,61
peki bu tam,61
sadece iki adam,61
hayır lütfen devam,61
söyle bana seni,61
gece için size,61
ama hayır dedim,61
neler olduğunu gördüm,61
ve benim özel,61
pek fazla yer,61
kim olduğunu gördüm,61
işi için mi,61
şey yok doktor,61
devam et ne,61
ne öyle bir,61
senden çok özür,61
büyük bir söz,61
sadece en çok,61
sanırım ben seni,61
en çok onun,61
bana bak dostum,61
az bir para,61
hayır sadece öyle,61
çok güzel hem,61
senden sadece bunu,61
bu hafta pek,61
bize bir söz,61
kadar iyi ha,61
bunu ona asla,61
yani çok daha,61
belki o bize,61
iki iş var,61
emin olmak benim,61
bir gerçek daha,61
emin olmak istiyorsun,61
harika bir bir,61
bunun bir yere,61
bu ne harika,61
yerde çok fazla,61
zaman mı var,61
sen sadece sen,61
yani o şekilde,61
buraya uzun bir,61
de şu şekilde,61
olmak bu kadar,61
bir yerde işi,61
şimdi lütfen bu,61
seni seviyorum küçük,61
