twogram,frequency
bir üç,275
senden bile,275
et var,275
birkaç küçük,275
demek seni,275
gidip onlara,275
şeyi görmek,275
hemen görmek,275
teşekkürler bu,275
ile biraz,275
gerek yoksa,275
her çocuk,275
yüzden bugün,275
sizin var,275
şey bize,275
aynı olacak,275
o bunun,275
siz doktor,274
yoksa hiç,274
bunun geri,274
dostum var,274
belki seninle,274
kendini biraz,274
öyle bay,274
çünkü işe,274
belki değil,274
değil ona,274
çünkü buraya,274
o onu,274
olur bay,274
olarak her,274
tanrım senin,274
ki bizi,274
çocuklar hazır,274
değil burası,274
sizi orada,274
buraya hemen,274
tane geliyor,274
sanırım gerçekten,274
biliyorum ne,274
bizim ilk,274
çünkü bundan,274
yer gibi,274
gibi senin,274
işe ben,273
yapma bu,273
artık dostum,273
zaman tam,273
gidip başka,273
hiç hem,273
anda kendini,273
vardı mı,273
mu ben,273
bak tam,273
hey seninle,273
mü şunu,273
gidip ne,273
seninle eve,273
para ile,273
herkes benimle,273
gibi buraya,273
fakat yine,273
tatlım bunu,273
zaman herkes,273
haydi hep,272
güzel ne,272
senden para,272
ama üzgünüm,272
bir selam,272
sorun ben,272
nasıl ve,272
şu yere,272
de önce,272
ilgili sorun,272
şey teşekkür,272
için tabii,272
gibi gerçek,272
haydi iş,272
yani seninle,272
onun hiçbir,272
ne kadın,272
adam bile,272
gel bize,271
onları benim,271
o bayan,271
artık git,271
artık büyük,271
ne sana,271
gece bize,271
mi benim,271
yoksa bütün,271
yer çok,271
her yeni,271
biz üç,271
evet bize,271
mı böyle,271
yüzden bizi,271
ol çok,271
çünkü son,270
lütfen yine,270
kesinlikle aynı,270
dilerim çocuklar,270
zaman benden,270
neden tekrar,270
musun doktor,270
de baba,270
önce küçük,270
seni bütün,270
artık ondan,270
gece geliyor,270
bak bütün,270
senden bana,270
niye herkes,270
sen özel,270
ne seni,270
güzel olmak,270
ona tekrar,270
biz şimdi,270
çünkü asla,270
için sizin,269
burası hiç,269
dinle benim,269
bence burası,269
iyi kim,269
bile yine,269
ki bundan,269
size o,269
merhaba hoş,269
pekala biraz,269
geldi o,269
değil sana,269
ederim çocuklar,269
ben baba,269
eğer iyi,269
senin eve,269
geliyor olmalı,269
niye ne,269
peki onunla,269
niye ona,269
artık gerçek,269
anda hiçbir,269
peki onun,269
evet kız,269
yok olan,269
para hakkında,269
misin ya,269
buraya dostum,268
onu önce,268
biliyorum sana,268
bize nerede,268
değil elbette,268
bak daha,268
da hala,268
de sanırım,268
eğer birini,268
göre sadece,268
öyle böyle,268
için bunlar,268
bugün sizin,268
pekala ama,268
hiç iş,268
neden çok,268
karşı hiçbir,268
tamam ve,268
gereken son,268
seni tek,268
eğer sadece,267
adam sizi,267
daha yemek,267
evet geç,267
hayır ilk,267
senin ha,267
çünkü zaten,267
buraya seninle,267
adam gerçek,267
sana bırak,267
yapıyorsun o,267
para nereden,267
kadar istiyor,267
ama gerek,267
böyle bu,267
onu sağ,267
önce kaç,267
para önemli,267
biz gidelim,267
hayır git,267
şimdi son,267
anne özür,267
da doktor,267
bugün ben,267
ederim o,267
da gerçekten,266
de eminim,266
burası neden,266
tamam neden,266
bizi tekrar,266
yarın aynı,266
böyle küçük,266
seni zor,266
onları sadece,266
şimdi yemek,266
belki birlikte,266
gece neden,266
neden buna,266
bana siz,266
hayır bizi,266
misin dedim,266
şimdi hiçbir,266
daha emin,266
hayır fazla,266
size ben,266
birini de,266
yoksa size,266
yanlış oldu,266
seni özel,266
ediyorum işte,265
kez böyle,265
biz devam,265
burada gerçek,265
işte en,265
biliyorum zaten,265
birlikte misin,265
et yok,265
beni bütün,265
siz yok,265
gerçek olur,265
sorun yoksa,265
bile onun,265
kadar buradan,265
kontrol burası,265
onlar sizin,265
olmaz efendim,265
senin biraz,265
tane değil,265
kadar size,265
biliyorum seni,265
niye seni,265
şey bizim,265
seviyorum biliyorsun,265
git şu,265
olur belki,265
gidip sana,265
de biri,265
ve geç,265
benimle biraz,264
sen çocuk,264
de içinde,264
istiyorum dedim,264
asla seni,264
ki biraz,264
adam sadece,264
ben herkes,264
adam geliyor,264
ona baba,264
geliyor olabilir,264
ama gidip,264
şeyi tekrar,264
işi gibi,264
peki hiç,264
belki her,264
o aynı,264
tek iş,264
geç geç,264
biz ve,264
hem senin,264
da evet,264
ben adam,264
hey kim,264
et yardım,263
da tabii,263
hayır geç,263
kadar biliyor,263
evet iş,263
eğer ki,263
ilk o,263
gerek çünkü,263
şekilde olacak,263
fazla istiyorum,263
istiyorum da,263
o diğer,263
size burada,263
baba eve,263
da devam,263
size neler,263
bugün gerçekten,263
kadar yanlış,263
gün belki,263
onu fazla,263
fazla geldi,263
nerede ne,263
ediyorum ben,263
eğer yarın,263
para demek,263
şu çok,262
mu bayan,262
kim ya,262
bizi hiçbir,262
çocuk yapmak,262
aynı gece,262
sana zaman,262
anne eve,262
sonra tabii,262
bizim bu,262
gece gördüm,262
seni bile,262
beni iki,262
sana buradan,262
ediyor olmalı,262
hepsi kötü,262
değil hiç,261
seninle hemen,261
bu yok,261
bizi hemen,261
belki bizi,261
sadece birlikte,261
an orada,261
ona kendi,261
biliyorsun bir,261
işi olabilir,261
hayır hâlâ,261
hadi çok,261
birini görmek,261
hepsi beni,261
nasıl söz,261
zaman şunu,261
eğer tekrar,261
ben evet,261
bile hiç,261
yani hala,261
gel bu,261
için biri,261
an senin,260
için gece,260
işi neden,260
kadar onunla,260
eğer işe,260
ki hala,260
bak buna,260
biri onun,260
benim olduğunu,260
olarak biz,260
beni siz,260
hepsi var,260
da sonra,260
insan yok,260
kim istiyor,260
siz hazır,260
sanırım tam,260
daha para,260
edin bize,260
seninle yarın,260
bırak bir,259
bunlar özel,259
eğer onlara,259
bunun tam,259
zaten var,259
buraya onun,259
biraz özel,259
mi şu,259
asla iyi,259
kimse bunun,259
tam size,259
buna hayır,259
zaman nedir,259
dilerim bu,259
seninle nasıl,259
hepsi sana,259
çünkü kim,259
senin dostum,259
demek biliyorsun,259
çünkü iki,259
benim onu,259
ama dur,259
şunu benim,259
yanlış olur,259
bak biraz,259
istiyor gibi,259
mü sen,259
üzgünüm ki,258
sanırım gidip,258
an beni,258
orada bana,258
onlara söz,258
gerçekten seninle,258
o hazır,258
burası her,258
şimdi hep,258
ona kötü,258
eminim senin,258
git kendi,258
sen izin,258
yok ne,258
bunun iki,258
mi para,258
tamam ilk,258
da dinle,258
seni fazla,258
bile ona,258
birlikte olacak,258
baba neden,258
evet neler,257
da işte,257
şey pek,257
ve sorun,257
üzgünüm şu,257
ona tam,257
onunla sonra,257
tamam şu,257
da istiyor,257
de bakalım,257
şey seninle,257
neler biliyorsun,257
gün onunla,257
için diğer,257
niye her,257
demek sadece,257
söyle onu,257
onlara para,257
dinle senin,257
mu sen,257
bunu lütfen,257
dışarı dedim,257
onun tüm,256
yoksa onları,256
beni ya,256
bakalım biraz,256
beni tüm,256
ve ya,256
çocuk senin,256
şey kötü,256
ol her,256
hepsi böyle,256
şey çünkü,256
seninle o,256
bunu hâlâ,256
olarak kaç,256
hep işe,256
ama nereden,256
yüzden ondan,256
da çocuk,256
için hepsi,256
olduğu çok,256
yüzden hemen,256
kişi ve,256
yemek çok,256
mu tatlım,256
ilgili tek,256
olan değil,255
dakika ve,255
burası doğru,255
ona artık,255
değilim sadece,255
bunlar o,255
yani burası,255
kız sana,255
bekle o,255
yok olduğunu,255
an pek,255
seni sen,255
pekala siz,255
bizi görmek,255
hemen hiç,255
karşı her,255
tamam nerede,255
işe devam,255
birlikte gördüm,255
niye hâlâ,255
hep oraya,255
saat falan,254
kötü olmaz,254
mu baba,254
peki onlara,254
bizim yeni,254
nedir bayan,254
tek ve,254
sen tatlım,254
daha onunla,254
saat gece,254
şekilde geri,254
onun büyük,254
şeyler geldi,254
zaman biri,254
adam işte,254
kadar git,254
öyle büyük,254
buraya küçük,254
hayır işte,254
yapıyorsun tatlım,254
bizi gerçekten,254
bana benim,254
burada ama,254
onun küçük,254
bayan ama,254
hayır büyük,254
şunu demek,254
zaten artık,253
benim buna,253
üç kız,253
ki insan,253
doğru eve,253
kadar biliyorsun,253
kimse daha,253
sanırım tek,253
anne daha,253
evet tek,253
gün hiç,253
orada bu,253
benden bile,253
için işte,253
de lazım,253
zor ve,253
seninle asla,253
ya bilmiyorum,252
doktor ben,252
mi onlar,252
kendini onun,252
yarın buradan,252
ederim ve,252
hiç orada,252
olacak diye,252
pekala şu,252
var lütfen,252
bu ha,252
güzel baba,252
seni seni,252
ben yok,252
insan mısın,252
tek çocuk,252
ki aslında,252
bunun bu,252
buradan nereye,252
gibi onun,252
bakın o,252
istemiyorum artık,252
bu devam,252
gerek vardı,252
çünkü geri,251
sadece böyle,251
tatlım buraya,251
zaman dışarı,251
ve fazla,251
bakın benim,251
var fakat,251
şey başka,251
hepsi bunun,251
fazla olmaz,251
onunla gerçekten,251
dilerim benim,251
belki sizin,251
hayır bizim,251
evet üç,251
geri gidip,251
bu anne,251
bırak kendi,251
bütün hepsi,251
benden iki,251
ben olduğunu,251
bekle olur,251
evet kendi,251
kadar benimle,251
sen şunu,251
yarın olur,250
gidip bana,250
için ondan,250
hâlâ seni,250
zaman para,250
zaten senin,250
önce bay,250
ona hâlâ,250
için birlikte,250
kötü çok,250
hoş şeyler,250
ona iki,250
hayır herkes,250
sadece hayır,250
onları size,249
anne olmak,249
yapıyorsun dedim,249
bu yine,249
göre biri,249
mı hala,249
etmek de,249
kimse buraya,249
gel küçük,249
onun bütün,249
de niye,249
yardım istiyor,249
işi doğru,249
nasıl bilmiyorum,249
içinde var,249
göre siz,249
için bugün,249
kesinlikle ben,249
ve anne,249
birlikte iyi,249
yer lazım,248
ve biliyorsun,248
an bunun,248
olsun anne,248
söyle hemen,248
sadece kim,248
ve yer,248
buradan hadi,248
misin şimdi,248
hey ona,248
hadi başka,248
kimse seninle,248
şeyler olmaz,248
mısın peki,248
pekala nasıl,248
tamam lütfen,248
kim benim,248
hala bunu,248
zaten orada,248
dostum şu,248
güzel ya,248
haydi lanet,248
gün büyük,248
bugün kaç,248
ki büyük,248
çok çocuk,247
işi o,247
tekrar işe,247
yüzden sadece,247
sanırım onunla,247
çocuklar ben,247
efendim biliyorum,247
benim olabilir,247
bile işe,247
diye o,247
şu uzun,247
bekle seninle,247
fakat sanırım,247
da olmalı,247
için ama,247
zaman bütün,247
tane olduğunu,247
bize başka,247
biz hemen,247
kadın ama,247
size asla,247
burada bay,247
zaman ondan,247
kız hala,247
sizin tek,247
çok eminim,246
yine birlikte,246
niye benim,246
ki ilk,246
bunlar hiç,246
yani kimse,246
kimse geri,246
aslında bütün,246
senden biraz,246
bırak biraz,246
oldu yine,246
yarın onu,246
hafta bu,246
nasıl karşı,246
benim ona,246
burada hep,246
onun mutlu,246
git geri,246
eğer size,246
olacak dostum,246
iş ve,246
et ister,246
neden bunlar,246
bakın bana,246
dakika burada,246
yardım istiyorum,245
senin gerçekten,245
kadar bize,245
bunu sorun,245
önce biri,245
işi tek,245
birini bile,245
yine öyle,245
adam olacak,245
herkes ondan,245
hazır et,245
şeyi al,245
işe ne,245
birkaç çocuk,245
ona ilk,245
miyim artık,245
buradan geliyor,245
evet eski,245
için istiyorum,245
gerçekten bunun,245
bunun daha,245
olur teşekkürler,245
yarın bana,245
hiç burada,245
tabii onu,245
mutlu oldu,245
adam buraya,245
onları mı,245
hey şunu,245
hiç yer,245
bu birkaç,245
ya bize,244
olarak ona,244
kesinlikle hiç,244
sanırım birini,244
mısın bilmiyorum,244
sana yarın,244
eğer tüm,244
diğer kız,244
gereken ben,244
aslında böyle,244
ondan pek,244
sonra hepsi,244
eminim daha,244
hayır kız,244
ki küçük,244
gerçekten kim,244
ve nereden,244
iş iş,244
bizi nerede,244
çünkü sizi,244
ona senden,243
artık asla,243
şey sizin,243
bakalım şu,243
yoksa yine,243
kız mısın,243
büyük olur,243
demek çok,243
hayır buradan,243
tamam yardım,243
ile hiç,243
oldu biliyorum,243
ne bakalım,243
sorun olmalı,243
da söz,243
lütfen bunun,243
o sorun,243
benim tamam,243
olan kadın,243
demek benim,243
şu bizim,243
içinde misin,243
sonra tam,242
adam hâlâ,242
sana dostum,242
böyle istiyor,242
pekala sanırım,242
anne onu,242
bekle tatlım,242
eminim sana,242
sanırım hâlâ,242
biz orada,242
gereken yere,242
ona son,242
evet eve,242
artık neden,242
da kesinlikle,242
değilim çünkü,242
anda ben,242
onlara benim,242
eski şey,242
baba nereye,242
gerçekten görmek,242
buradan seni,242
bilmiyorum sadece,242
efendim beni,242
biri böyle,241
benim üç,241
buraya tekrar,241
çünkü bizi,241
asla aynı,241
gereken tüm,241
şey eski,241
için istiyorsun,241
sonra neden,241
ki baba,241
çünkü kendi,241
git onunla,241
ne ve,241
aynı olduğunu,241
kız gördüm,241
bakalım sana,241
birlikte biraz,241
sağ olarak,240
hemen yardım,240
peki eğer,240
yeni olan,240
yüzden kimse,240
ol ki,240
söyle olur,240
merhaba ve,240
ne beni,240
senden izin,240
kendini hiç,240
işte size,240
gün ona,240
bunlar son,240
göre onu,240
bizi yine,240
haydi bay,240
çünkü oraya,240
bile benim,240
tamam seninle,240
gerek bile,240
dostum gidelim,240
burada ya,240
bunun sen,239
senin neden,239
büyük ama,239
size gerçek,239
büyük ki,239
ve gidelim,239
et bunu,239
herkes bundan,239
diye ben,239
hakkında fazla,239
gereken en,239
önce tüm,239
beni uzun,239
teşekkür mü,239
yani senden,239
ya sadece,239
burası gibi,239
tüm büyük,239
sana selam,239
bu kaç,239
kadın senin,239
tamam yok,239
biliyorum da,239
bile bundan,239
bugün bile,239
işte sen,239
yarın geliyor,239
hem ben,239
yok gerek,239
sadece bugün,239
benden o,239
değil demek,239
onu dostum,239
misin ha,238
ya doğru,238
olarak son,238
ilk değil,238
insan insan,238
lazım dostum,238
anda nasıl,238
iyi bay,238
o olsun,238
oh sadece,238
şey kendi,238
lütfen en,238
haydi ver,238
birlikte her,238
an da,238
birini istiyorum,238
ederim sana,238
peki sizi,238
öyle belki,238
şeyi kendi,238
bizim kim,238
biliyorsun öyle,238
yer ne,238
sizin kim,238
bence gerçekten,238
mı bakalım,238
zaman onlara,238
göre seni,238
o hoş,238
doktor sen,237
olan kız,237
bile doğru,237
et haydi,237
teşekkür bile,237
çocuk bana,237
haydi yardım,237
sizi en,237
olacak çünkü,237
de nerede,237
aslında gerçek,237
aynı işi,237
efendim hemen,237
oldu diye,237
sorun sadece,237
tamam iki,237
dinle eğer,237
ben kimse,237
sen kontrol,237
ben işi,237
etmek ne,236
göre iki,236
yüzden buna,236
her iş,236
şu eve,236
başka iş,236
adam oldu,236
bana az,236
mü sana,236
dur dostum,236
burası fazla,236
da gerek,236
buraya benim,236
gidip de,236
bir beni,236
kaç kadın,236
gece en,236
benden fazla,236
kimse değilim,236
büyük kötü,236
biz geri,236
lazım artık,236
nasıl kötü,236
burada para,235
yani onları,235
neden ve,235
orada benim,235
ki kız,235
orada biraz,235
baba geliyor,235
işi birlikte,235
ve gün,235
onu yerde,235
nasıl işe,235
musun gerçekten,235
bu geç,235
şey zaten,235
dostum benim,235
sen geliyor,235
belki evet,235
yer ama,235
siz böyle,235
sonra birkaç,235
yok yere,235
hadi hep,235
biz yardım,235
oh hiç,235
yüzden oraya,235
birkaç iyi,235
eğer sizin,235
seninle böyle,235
yer bu,234
para istiyorum,234
hafta iki,234
üzgünüm ne,234
üzgünüm sadece,234
senden büyük,234
misin bunu,234
zaman söyledi,234
üzgünüm yanlış,234
aslında bugün,234
gün eve,234
bugün sadece,234
ya bunlar,234
değil tüm,234
evet zor,234
gerçek ne,234
an seninle,234
hey belki,234
dilerim dedim,234
ama hoş,234
iş olmaz,234
evet sizin,234
olsun baba,234
mı önemli,234
hep buraya,234
evet al,234
hepsi hazır,233
biri iyi,233
için tamam,233
oraya ne,233
yüzden bize,233
evet adam,233
benim öyle,233
bu yapmak,233
harika o,233
az biraz,233
olarak işe,233
sanırım birkaç,233
burada bize,233
vardı orada,233
artık onunla,233
göre hiç,233
benden buraya,233
ol sadece,233
olmak beni,233
da bugün,233
ondan asla,233
misin ben,233
biraz tamam,233
çocuk sana,233
demek hiçbir,233
kadar iki,233
iş buraya,233
tekrar gel,233
harika ve,233
tabii beni,233
sadece ondan,233
ilgili hiç,232
gidip kendini,232
zaman olan,232
biliyorum bana,232
ki anne,232
artık gerek,232
ki onlara,232
hayır sizin,232
doğru olduğu,232
her işe,232
bu diğer,232
ki aynı,232
asla tam,232
artık an,232
olur ha,232
sağ ve,232
ile iyi,232
git tatlım,232
ben gibi,232
şeyler geliyor,232
sonra sanırım,232
benim olsun,232
onu yapmak,232
buraya en,232
niye benimle,232
fakat hiç,232
çocuklar her,232
olarak onun,232
için kontrol,232
misin o,232
an benim,232
et söyle,231
bize yemek,231
olduğunu ona,231
buna kimse,231
anne de,231
sonra diğer,231
sen aynı,231
aslında en,231
şu kadar,231
olsun evet,231
kim para,231
gece gerçekten,231
için baba,231
ama mutlu,231
işi kendi,231
sonra adam,231
mü bay,231
sen tüm,231
yoksa biz,231
son olsun,231
mu büyük,231
o kontrol,231
bundan ben,231
al dedim,231
kişi olacak,231
büyük biri,231
ol mu,231
çok kız,231
çocuklar biraz,231
gece gibi,231
istemiyorum dedim,231
şey ile,231
çünkü diğer,230
bana şeyi,230
olsun benim,230
yarın benimle,230
kişi olabilir,230
var sonra,230
dinle burada,230
ve emin,230
baba özür,230
ya iyi,230
misiniz yoksa,230
olduğunu gerçekten,230
artık onları,230
bana yer,230
gördüm de,230
onlar buraya,230
onun sadece,230
sen önce,230
şey hala,230
sana nerede,230
tabii her,230
ki ondan,230
baba hadi,229
kadar yardım,229
artık nasıl,229
var bana,229
hazır olmalı,229
artık onlar,229
belki şu,229
anda benim,229
onun daha,229
o mutlu,229
ederim tanrım,229
siz bizim,229
lazım biliyor,229
buradan dostum,229
mı olduğunu,229
asla hayır,229
o doktor,229
da gel,229
eminim şu,229
gerek ve,229
senden değil,229
sanırım iki,229
burada sizin,229
şeyler bir,229
hafta çok,229
ya bay,229
güzel olabilir,229
demek bunu,229
sizi nerede,229
pekala işe,229
iş sana,229
senden beni,229
orada birkaç,229
size tam,228
doğru öyle,228
yine çok,228
misiniz diye,228
et bu,228
hep doğru,228
işte öyle,228
birlikte olan,228
tekrar oraya,228
evet bizi,228
niye bize,228
senin buna,228
musun buna,228
bugün iş,228
seni biz,228
benim sen,228
zaman ilk,228
olur yani,228
herkes tamam,228
geldi diye,228
için hayır,228
artık kendini,228
izin al,228
bilmiyorum çünkü,228
az ve,228
falan olmaz,228
olsun istiyor,228
anda hiç,227
göre evet,227
var her,227
şu çocuklar,227
sanırım pek,227
insan olacak,227
yapıyorsun anne,227
seni yeni,227
tekrar yapma,227
bir yok,227
az değil,227
burada onu,227
adam öyle,227
şu demek,227
karşı tek,227
sanırım hiç,227
gibi yine,227
neden değil,227
aslında kötü,227
asla gerçek,227
sizi yarın,227
gün işe,227
efendim özür,226
birlikte iş,226
bayan bir,226
değilim bay,226
ona bunun,226
olduğunu size,226
önce para,226
efendim bana,226
fazla burada,226
önce sadece,226
çocuklar onu,226
tatlım hadi,226
artık insan,226
gibi ona,226
şimdi sizin,226
hep mutlu,226
ne yer,226
hadi bize,226
ama saat,226
edin beni,226
